SP_NAME
Aaronsohnia pubescens
Aaronsohnia sp.
Abarema jupunba
Abarema sp.
Abelmoschus esculentus
Abelmoschus manihot subsp. manihot
Abelmoschus moschatus
Abelmoschus moschatus subsp. moschatus
Abelmoschus moschatus subsp. tuberosus
Abelmoschus sp.
Abies alba
Abies alba subsp. alba
Abies cephalonica
Abies concolor
Abies concolor var. concolor
Abies concolor var. lowiana
Abies grandis
Abies nordmanniana
Abies nordmanniana subsp. nordmanniana
Abies nordmanniana subsp. bornmuelleriana
Abies pardei
Abies pinsapo
Abies pinsapo var. pinsapo
Abies procera
Abies sp.
Abies veitchii
Abies x insignis
Abietinella abietina
Abietinella abietina var. abietina
Abietinella sp.
Abildgaardia ovata
Abildgaardia sp.
Abroma augusta
Abroma sp.
Abrus precatorius
Abrus precatorius subsp. precatorius
Abrus sp.
Abutilon auritum
Abutilon grandifolium
Abutilon hirtum
Abutilon hulseanum
Abutilon indicum
Abutilon indicum subsp. albescens
Abutilon indicum subsp. indicum
Abutilon mangarevicum
Abutilon megapotamicum
Abutilon pictum
Abutilon sachetianum
Abutilon sp.
Abutilon theophrasti
Abutilon vitifolium
Acacia acinacea
Acacia aneura
Acacia baileyana
Acacia bivenosa
Acacia cornigera
Acacia cultriformis
Acacia dealbata
Acacia decurrens
Acacia decurrens var. decurrens
Acacia farnesiana
Acacia glauca
Acacia holosericea
Acacia ixiophylla
Acacia karroo
Acacia longifolia
Acacia macracantha
Acacia mangium
Acacia mearnsii
Acacia melanoxylon
Acacia muricata
Acacia peuce
Acacia polyacantha
Acacia pravissima
Acacia pycnantha
Acacia retinodes
Acacia retusa
Acacia riceana
Acacia salicina
Acacia saligna
Acacia scleroxyla
Acacia simplex
Acacia sp.
Acacia spirorbis
Acacia tamarindifolia
Acacia tenuifolia
Acacia tortuosa
Acacia verticillata
Acalypha alopecuroidea
Acalypha amentacea
Acalypha aristata
Acalypha chamaedrifolia
Acalypha godseffiana
Acalypha godseffiana var. godseffiana
Acalypha godseffiana var. heterophylla
Acalypha hispida
Acalypha indica
Acalypha lepinei
Acalypha raivavensis
Acalypha rapensis
Acalypha sp.
Acalypha virginica
Acalypha wilkesiana
Acanthaceae sp.
Acanthocereus sp.
Acanthocereus tetragonus
Acanthophoenix rubra
Acanthophoenix sp.
Acanthophora muscoides
Acanthophora nayadiformis
Acanthophora sp.
Acanthophora spicifera
Acanthospermum australe
Acanthospermum hispidum
Acanthospermum humile
Acanthospermum sp.
Acanthus arboreus
Acanthus mollis
Acanthus sp.
Acanthus spinosus
Acaulon fontiquerianum
Acaulon mediterraneum
Acaulon muticum
Acaulon sp.
Acaulon triquetrum
Acer campestre
Acer campestre subsp. campestre
Acer campestre var. campestre
Acer campestre var. hebecarpum
Acer cappadocicum
Acer cappadocicum subsp. cappadocicum
Acer davidii
Acer davidii var. davidii
Acer davidii var. grosseri
Acer japonicum
Acer lobelii
Acer mono
Acer monspessulanum
Acer monspessulanum subsp. monspessulanum
Acer monspessulanum subsp. loscosii
Acer negundo
Acer negundo subsp. negundo
Acer obtusatum
Acer obtusatum subsp. neapolitanum
Acer obtusatum subsp. obtusatum
Acer opalus
Acer opalus subsp. hispanicum
Acer opalus subsp. opalus
Acer palmatum
Acer pictum
Acer platanoides
Acer platanoides subsp. platanoides
Acer pseudoplatanus
Acer pseudoplatanus f. pseudoplatanus
Acer pseudoplatanus f. purpurascens
Acer rubrum
Acer saccharinum
Acer sp.
Acer x bornmuelleri
Acer x coriaceum
Acer x guyotii
Acer x hybridum
Acer x peronai
Acer x ramosum
Acer x rotundilobum
Acer x sabaudum
Acer x zoeschense
Acetabularia acetabulum
Acetabularia dentata
Acetabularia kilneri
Acetabularia major
Acetabularia peniculus
Acetabularia sp.
Acetosa alpestris
Acetosella multifida
Acetosella violacea
Achariaceae sp.
Achillea ageratum
Achillea aspleniifolia
Achillea atrata
Achillea biebersteinii
Achillea chamaemelifolia
Achillea clavenae
Achillea coarctata
Achillea collina
Achillea crithmifolia
Achillea distans
Achillea distans subsp. distans
Achillea distans subsp. stricta
Achillea distans subsp. tanacetifolia
Achillea erba-rotta
Achillea erba-rotta subsp. erba-rotta
Achillea erba-rotta subsp. ambigua
Achillea filipendulina
Achillea ligustica
Achillea macrophylla
Achillea maritima
Achillea maritima subsp. atlantica
Achillea maritima subsp. maritima
Achillea millefolium
Achillea millefolium subsp. millefolium
Achillea millefolium subsp. ceretanica
Achillea millefolium subsp. sudetica
Achillea millefolium var. millefolium
Achillea moschata
Achillea nana
Achillea nobilis
Achillea nobilis subsp. nobilis
Achillea odorata
Achillea pannonica
Achillea ptarmica
Achillea ptarmica subsp. ptarmica
Achillea ptarmica subsp. pyrenaica
Achillea ptarmica var. ptarmica
Achillea ptarmica var. pubescens
Achillea ptarmica var. vulgaris
Achillea punctata
Achillea roseo-alba
Achillea setacea
Achillea sp.
Achillea tomentosa
Achillea virescens
Achillea x commutata
Achillea x feliciana
Achillea x intermedia
Achillea x laggeri
Achillea x lereschei
Achillea x maxima
Achillea x obscura
Achillea x pseudodorata
Achillea x ruscinonensis
Achillea x schneideri
Achillea x schroeteri
Achillea x thomasiana
Achillea x trautmannii
Achillea x valesiaca
Achillea x wilczekiana
Achimenes erecta
Achimenes grandiflora
Achimenes longiflora
Achimenes sp.
Achnanthaceae sp.
Achnanthales sp.
Achnanthes
Achnanthes andicolas
Achnanthes austriaca
Achnanthes austriaca var. helvetica
Achnanthes brevipes
Achnanthes brevipes var. intermedia
Achnanthes calcar
Achnanthes clevei
Achnanthes clevei var. rostrata
Achnanthes coarctata
Achnanthes coarctata var. elliptica
Achnanthes conspicua
Achnanthes conspicua var. brevistriata
Achnanthes cryptocephala
Achnanthes delicatula
Achnanthes dispar
Achnanthes exigua
Achnanthes exigua var. constricta
Achnanthes exigua var. heterovalvata
Achnanthes exilis
Achnanthes flexella
Achnanthes gessneri
Achnanthes haynaldii
Achnanthes haynaldii var. linkei
Achnanthes holstii
Achnanthes holstii var. celtica
Achnanthes inflata
Achnanthes kolbei
Achnanthes kolbei var. elliptica
Achnanthes kryophila
Achnanthes lacunarum
Achnanthes laevis
Achnanthes lanceolata f. ventricosa
Achnanthes lanceolata var. capitata
Achnanthes lanceolata var. crassa
Achnanthes lanceolata var. elliptica
Achnanthes lanceolata var. faeroensis
Achnanthes lanceolata var. genuina
Achnanthes lanceolata var. inflata
Achnanthes lanceolata var. maxima
Achnanthes lanceolata var. minima
Achnanthes lanceolata var. omissa
Achnanthes lanceolata var. rhomboidalis
Achnanthes lanceolata var. rostrata
Achnanthes lapidosa
Achnanthes lapidosa var. lanceolata
Achnanthes laterostrata
Achnanthes lemmermani
Achnanthes lemmermani var. subcapitata
Achnanthes lemmermannii
Achnanthes linearis
Achnanthes longipes
Achnanthes lutheri
Achnanthes marginatula
Achnanthes microcephala
Achnanthes minuscula
Achnanthes montana
Achnanthes oblongella
Achnanthes oestrupii
Achnanthes palustris
Achnanthes palustris var. ovalis
Achnanthes parvula
Achnanthes peragallii
Achnanthes plonensis
Achnanthes pusilla
Achnanthes rostrata
Achnanthes sp.
Achnanthes sublaevis
Achnanthes subsalsa
Achnanthes subsalsoides var. sterwennensis
Achnanthes thermalis
Achnanthes trinodis
Achnanthidiaceae sp.
Achnanthidium affine
Achnanthidium coarctatum
Achnanthidium minutissimum
Achnanthidium sp.
Achnatherum calamagrostis
Achnatherum sp.
Achnatherum splendens
Achyranthes aspera
Achyranthes aspera var. aspera
Achyranthes aspera var. pubescens
Achyranthes aspera var. velutina
Achyranthes mangarevica
Achyranthes marchionica
Achyranthes sp.
Acidanthera bicolor
Acidanthera sp.
Aciotis purpurascens
Aciotis sp.
Aciphylla aurea
Aciphylla colensoi
Aciphylla scott-thompsonii
Aciphylla sp.
Aciphylla squarrosa
Acis fabrei
Acis longifolia
Acis nicaeensis
Acis rosea
Acis sp.
Acmella iodiscaea
Acmella leptophylla
Acmella oleracea
Acmella radicans
Acmella sp.
Acmella uliginosa
Acnistus arborescens
Acnistus sp.
Aconitum anthora
Aconitum burnatii
Aconitum burnatii subsp. burnatii
Aconitum divergens
Aconitum lycoctonum
Aconitum lycoctonum subsp. lycoctonum
Aconitum lycoctonum subsp. neapolitanum
Aconitum lycoctonum subsp. platanifolium
Aconitum lycoctonum subsp. vulparia
Aconitum napellus
Aconitum napellus subsp. napellus
Aconitum napellus subsp. tauricum
Aconitum napellus subsp. corsicum
Aconitum napellus subsp. lusitanicum
Aconitum napellus subsp. vulgare
Aconitum napellus var. giganteum
Aconitum napellus var. napellus
Aconitum pentheri
Aconitum sp.
Aconitum toxicum
Aconitum variegatum
Aconitum variegatum subsp. variegatum
Aconitum variegatum subsp. paniculatum
Aconitum variegatum subsp. pyrenaicum
Aconitum variegatum subsp. valesiacum
Aconitum x cammarum
Aconitum x molle
Aconitum x oenipontanum
Aconitum x zahlbruckneri
Acoraceae sp.
Acorales sp.
Acorellus laevigatus
Acorus calamus
Acorus sp.
Acrochaete flustrae
Acrochaete geniculata
Acrochaete inflata
Acrochaete leptochaete
Acrochaete repens
Acrochaete sp.
Acrochaete viridis
Acrochaete wittrockii
Acrochaetiaceae sp.
Acrochaetiales sp.
Acrochaetium alariae
Acrochaetium cheminii
Acrochaetium codii
Acrochaetium corymbiferum
Acrochaetium duboscqii
Acrochaetium emergens
Acrochaetium endozoicum
Acrochaetium gynandrum
Acrochaetium hauckii
Acrochaetium humile
Acrochaetium immersum
Acrochaetium immersum f. polysiphoniae
Acrochaetium infestans
Acrochaetium irregularis
Acrochaetium kuckuckianum
Acrochaetium laminariae
Acrochaetium lenormandii
Acrochaetium leptonema
Acrochaetium lorrain-smithiae
Acrochaetium maluinum
Acrochaetium mediterraneum
Acrochaetium microscopicum
Acrochaetium minimum
Acrochaetium molinieri
Acrochaetium moniliforme
Acrochaetium parvulum
Acrochaetium pusillum
Acrochaetium reductum
Acrochaetium rosulata
Acrochaetium savianum
Acrochaetium secundatum
Acrochaetium sp.
Acrochaetium stilophorae
Acrochaetium subpinnatum
Acrochaetium subtilissimum
Acrochaetium unifilum
Acrocomia aculeata
Acrocomia karukerana
Acrocomia sp.
Acrodiscus sp.
Acrodiscus vidovichii
Acrophorus nodosus
Acrophorus sp.
Acrosiphonia arcta
Acrosiphonia arctiuscula
Acrosiphonia sp.
Acrosiphonia spinescens
Acrosorium ciliolatum
Acrosorium sp.
Acrostichum aureum
Acrostichum sp.
Acrosymphytaceae sp.
Acrosymphyton purpuriferum
Acrosymphyton sp.
Acrothamnion preissii
Acrothamnion sp.
Actaea angusta
Actaea sp.
Actaea spicata
Actinidia chinensis
Actinidia deliciosa
Actinidia latifolia
Actinidia sp.
Actinidiaceae sp.
Actinocyclus octonarius
Actinocyclus sp.
Actinoptychus sp.
Actinoptychus undulatus
Actinostemon caribaeus
Actinostemon sp.
Actinotaenium cucurbita
Actinotaenium cucurbitinum
Actinotaenium curtum
Actinotaenium diplosporum
Actinotaenium phymatosporum
Actinotaenium sp.
Actinotaenium spinospermum
Actinotaenium truncatum
Actinotrichia fragilis
Actinotrichia sp.
Adansonia digitata
Adansonia sp.
Adelanthaceae sp.
Adelanthus decipiens
Adelanthus sp.
Adelia ricinella
Adelia sp.
Adenanthera pavonina
Adenanthera sp.
Adenium obesum
Adenium sp.
Adenocarpus complicatus
Adenocarpus complicatus subsp. complicatus
Adenocarpus complicatus subsp. complicatus x Adenocarpus complicatus subsp. lainzii
Adenocarpus complicatus subsp. lainzii
Adenocarpus sp.
Adenocarpus telonensis
Adenoides eludens
Adenoides sp.
Adenophora liliifolia
Adenostemma sp.
Adenostemma viscosum
Adenostyles alliariae
Adenostyles alliariae subsp. alliariae
Adenostyles alliariae subsp. pyrenaica
Adenostyles alliariae var. alliariae
Adenostyles alliariae var. kerneri
Adenostyles alpina
Adenostyles alpina subsp. alpina
Adenostyles briquetii
Adenostyles leucophylla
Adenostyles sp.
Adenostyles x canescens
Adenostyles x eginensis
Adenostyles x intermedia
Adiantum capillus-veneris
Adiantum caudatum
Adiantum hispidulum
Adiantum hispidulum var. pubescens
Adiantum raddianum
Adiantum sp.
Adiantum trapeziforme
Adonis aestivalis
Adonis aestivalis subsp. aestivalis
Adonis aestivalis f. aestivalis
Adonis aestivalis f. citrina
Adonis aestivalis subsp. squarrosa
Adonis annua
Adonis annua var. annua
Adonis annua var. castellana
Adonis annua var. cupaniana
Adonis flammea
Adonis flammea f. flammea
Adonis flammea f. straminea
Adonis microcarpa
Adonis microcarpa subsp. microcarpa
Adonis pyrenaica
Adonis sp.
Adonis vernalis
Adoxa moschatellina
Adoxa sp.
Adoxaceae sp.
Aechmea bracteata
Aechmea chantinii
Aechmea fasciata
Aechmea flemingii
Aechmea fulgens
Aechmea fulgens var. fulgens
Aechmea lingulata
Aechmea nudicaulis
Aechmea reclinata
Aechmea serrata
Aechmea smithiorum
Aechmea sp.
Aegilops bicornis
Aegilops bicornis var. anathera
Aegilops bicornis var. bicornis
Aegilops biuncialis
Aegilops caudata
Aegilops columnaris
Aegilops crassa
Aegilops cylindrica
Aegilops juvenalis
Aegilops ligustica
Aegilops macrostachya
Aegilops neglecta
Aegilops ovata
Aegilops ovata subsp. ovata
Aegilops sp.
Aegilops speltoides
Aegilops speltoides var. speltoides
Aegilops squarrosa
Aegilops triuncialis
Aegilops triuncialis var. triuncialis
Aegilops ventricosa
Aegilops x sanctis-andreae
Aegiphila elata
Aegiphila martinicensis
Aegiphila sp.
Aegokeras caespitosa
Aegokeras sp.
Aegopodium podagraria
Aegopodium sp.
Aeluropus littoralis
Aeluropus sp.
Aeodes marginata
Aeodes sp.
Aeonium arboreum
Aeonium cuneatum
Aeonium decorum
Aeonium haworthii
Aeonium sp.
Aerides quinquevulnera
Aerides sp.
Aeschynanthus pulcher
Aeschynanthus sp.
Aeschynomene americana
Aeschynomene indica
Aeschynomene scabra
Aeschynomene sensitiva
Aeschynomene sp.
Aeschynomene villosa
Aeschynomene viscidula
Aesculus carnea
Aesculus flava
Aesculus hippocastanum
Aesculus parviflora
Aesculus pavia
Aesculus sp.
Aethionema saxatile
Aethionema saxatile subsp. saxatile
Aethionema saxatile subsp. monospermum
Aethionema saxatile subsp. ovalifolium
Aethionema sp.
Aethionema thomasianum
Aethusa cynapium
Aethusa cynapium subsp. cynapium
Aethusa cynapium f. agrestis
Aethusa cynapium f. cynapium
Aethusa cynapium subsp. elata
Aethusa sp.
Aframomum melegueta
Aframomum sp.
Agalinis hispidula
Agalinis sp.
Agapanthus africanus
Agapanthus campanulatus
Agapanthus inapertus
Agapanthus pendulus
Agapanthus praecox
Agapanthus sp.
Agathis moorei
Agathis sp.
Agathis vitiensis
Agave americana
Agave antillarum
Agave attenuata
Agave beauleriana
Agave bracteosa
Agave caribaeicola
Agave decipiens
Agave dussiana
Agave fourcroydes
Agave karatto
Agave macroacantha
Agave parviflora
Agave salmiana
Agave sisalana
Agave sp.
Agave victoriae-reginae
Agave vivipara
Agave vivipara var. vivipara
Ageratina adenophora
Ageratina altissima
Ageratina sp.
Ageratum conyzoides
Ageratum houstonianum
Ageratum sp.
Aglaia odorata
Aglaia odorata var. microphyllina
Aglaia sp.
Aglaonema commuttatum
Aglaonema commuttatum var.
Aglaonema costatum
Aglaonema marantifolium
Aglaonema sp.
Aglaothamnion bipinnatum
Aglaothamnion caudatum
Aglaothamnion chadefaudii
Aglaothamnion cordatum
Aglaothamnion diaphanum
Aglaothamnion fasciculatum
Aglaothamnion feldmanniae
Aglaothamnion gaillonii
Aglaothamnion gallicum
Aglaothamnion hookeri
Aglaothamnion priceanum
Aglaothamnion pseudobyssoides
Aglaothamnion roseum
Aglaothamnion scopulorum
Aglaothamnion sepositum
Aglaothamnion sp.
Aglaothamnion tenuissimum
Aglaothamnion tenuissimum var. mazoyerae
Aglaothamnion tripinnatum
Agrimonia eupatoria
Agrimonia eupatoria subsp. eupatoria
Agrimonia eupatoria subsp. grandis
Agrimonia procera
Agrimonia sp.
Agrimonia stipularis
Agrimonia x wirtgenii
Agropyron caespitosum
Agropyron cristatum
Agropyron cristatum subsp. cristatum
Agropyron cristatum subsp. pectinatum
Agropyron panormitanum
Agropyron pungens
Agropyron sp.
Agrostemma githago
Agrostemma githago subsp. githago
Agrostemma sp.
Agrostis alpina
Agrostis alpina var. alpina
Agrostis alpina var. flavescens
Agrostis avenacea
Agrostis canina
Agrostis canina var. canina
Agrostis canina var. decipiens
Agrostis capillaris
Agrostis capillaris subsp. capillaris
Agrostis capillaris f. aristata
Agrostis capillaris f. capillaris
Agrostis capillaris f. pumila
Agrostis capillaris subsp. castellana
Agrostis capillaris var. alpigena
Agrostis capillaris var. castellana
Agrostis capillaris var. glaucina
Agrostis capillaris var. mutica
Agrostis curtisii
Agrostis durieui
Agrostis exarata
Agrostis gigantea
Agrostis gigantea var. gigantea
Agrostis gigantea var. gouxii
Agrostis hesperica
Agrostis hyemalis
Agrostis lachnantha
Agrostis laxa
Agrostis laxiflora
Agrostis marysae-tortiae
Agrostis mertensii
Agrostis montevidensis
Agrostis nebulosa
Agrostis pourretii
Agrostis reuteri
Agrostis rupestris
Agrostis rupestris subsp. rupestris
Agrostis rupestris var. alpinoides
Agrostis rupestris var. flavescens
Agrostis rupestris var. pyrenaica
Agrostis rupestris var. rupestris
Agrostis scabra
Agrostis schleicheri
Agrostis schraderiana
Agrostis sp.
Agrostis stolonifera
Agrostis stolonifera subsp. stolonifera
Agrostis stolonifera subsp. stolonifera var. pseudopungens
Agrostis stolonifera var. arenaria
Agrostis stolonifera var. latifolia
Agrostis stolonifera var. scabriglumis
Agrostis stolonifera var. stolonifera
Agrostis tenerrima
Agrostis truncatula
Agrostis truncatula subsp. truncatula
Agrostis vinealis
Agrostis vinealis subsp. ericetorum
Agrostis vinealis subsp. vinealis
Agrostis x bjoerkmanii
Agrostis x castriferrei
Agrostis x fouilladeana
Agrostis x gigantifera
Agrostis x hackelii
Agrostis x hegetschweileri
Agrostis x murbeckii
Agrostis x sanionis
Agrostis x stebleri
Agrostis x torgesii
Ahnfeltia plicata
Ahnfeltia sp.
Ahnfeltiaceae sp.
Ahnfeltiales sp.
Ahnfeltiopsis devoniensis
Ahnfeltiopsis flabelliformis
Ahnfeltiopsis sp.
Ailanthus altissima
Ailanthus sp.
Aiphanes caryotifolia
Aiphanes erosa
Aiphanes horrida
Aiphanes martinicensis
Aiphanes minima
Aiphanes sp.
Aira caryophyllea
Aira caryophyllea subsp. caryophyllea
Aira caryophyllea subsp. armoricana
Aira caryophyllea subsp. multiculmis
Aira cupaniana
Aira cupaniana subsp. cupaniana
Aira cupaniana subsp. incerta
Aira elegantissima
Aira major
Aira praecox
Aira provincialis
Aira sp.
Aira tenorei
Aira tenorei var. intermedia
Aira tenorei var. tenorei
Aira x hybrida
Airopsis sp.
Airopsis tenella
Aizoaceae sp.
Ajuga chamaepitys
Ajuga chamaepitys subsp. chamaepitys
Ajuga genevensis
Ajuga iva
Ajuga iva subsp. iva
Ajuga iva subsp. pseudoiva
Ajuga pyramidalis
Ajuga pyramidalis subsp. meonantha
Ajuga pyramidalis subsp. pyramidalis
Ajuga reptans
Ajuga sp.
Ajuga x foliosa
Ajuga x hampeana
Ajuga x hybrida
Akebia quinata
Albizia chinensis
Albizia julibrissin
Albizia lebbeck
Albizia niopoides
Albizia sp.
Alcea biennis
Alcea biennis subsp. biennis
Alcea rosea
Alcea sp.
Alchemilla acutidens
Alchemilla acutiformis
Alchemilla aggregata
Alchemilla albinervia
Alchemilla alpigena
Alchemilla alpina
Alchemilla alpina subsp. alpina
