NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T1976_1;Thuidium tamariscinum;;2;5426
T1976_1;Rubus idaeus L.;;1;119149
T1976_1;Viola silvestris;;1;129696
T1976_1;Atrichum undulatum;;3;3853
T1976_1;Carpinus betulus L.;;1;89200
T1976_1;Anemone nemorosa L.;;1;82637
T1976_1;Deschampsia cespitosa (L.) Beauv.;;+;94626
T1976_1;Fagus silvatica;;1;97947
T1976_1;Quercus pedunculata;;+;116742
T1976_1;Poa nemoralis L.;;2;114297
T1976_1;Milium effusum L.;;2;108537
T1976_1;Mnium undulatum;;+;4947
T1976_1;Polystichum filix-mas;;2;115057
T1976_1;Polytrichum formosum;;3;3865
T1976_1;Ilex aquifolium L.;;2;103514
T1976_1;Rubus fruticosus;;3;119097
T1976_1;Hedera helix L.;;2;100787
T1976_1;Mnium hornum;;2;4917
T1976_1;Oxalis acetosella L.;;2;111859
T1976_1;Luzula pilosa (L.) Willd.;;2;106854
T1976_1;Holcus mollis L.;;3;102901
T1976_1;Polystichum spinulosum;;1;115079
T1976_1;Melica uniflora Retz.;;2;107880
T1976_1;Lamium galeobdolon;;2;104876
T1976_10;Galeopsis tetrahit L.;;1;99334
T1976_10;Athyrium filix-femina (L.) Roth;;2;84999
T1976_10;Circaea lutetiana L.;;2;91258
T1976_10;Fraxinus excelsior L.;;1;98921
T1976_10;Fagus silvatica;;2;97947
T1976_10;Galium odoratum (L.) Scop.;;2;99488
T1976_10;Ilex aquifolium L.;;+;103514
T1976_10;Rubus fruticosus;;2;119097
T1976_10;Polystichum filix-mas;;2;115057
T1976_10;Polygonatum multiflorum (L.) All.;;+;114611
T1976_10;Lamium galeobdolon;;1;104876
T1976_10;Lonicera periclymenum L.;;2;106581
T1976_10;Polystichum spinulosum;;1;115079
T1976_10;Moehringia trinervia (L.) Clairv.;;1;108698
T1976_10;Geranium robertianum L.;;2;100142
T1976_10;Melica uniflora Retz.;;2;107880
T1976_10;Milium effusum L.;;1;108537
T1976_10;Hyacinthoides non-scripta (L.) Chouard ex Rothm.;;5;103057
T1976_11;Ruscus aculeatus L.;;2;119698
T1976_11;Athyrium filix-femina (L.) Roth;;1;84999
T1976_11;Anemone nemorosa L.;;2;82637
T1976_11;Blechnum spicant (L.) Roth;;+;86101
T1976_11;Fagus silvatica;;1;97947
T1976_11;Atrichum undulatum;;3;3853
T1976_11;Galium odoratum (L.) Scop.;;1;99488
T1976_11;Quercus pedunculata;;+;116742
