NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T4401_1;Cynodon dactylon (L.) Pers.;;1;93803
T4401_1;Calendula arvensis L.;;+;87420
T4401_1;Medicago minima (L.) Bartal.;;3;107658
T4401_1;Foeniculum vulgare Miller;;+;98756
T4401_1;Linum strictum L.;;+;106342
T4401_1;Galium mollugo L.;;+;99473
T4401_1;Euphorbia helioscopia L.;;+;97537
T4401_1;Dactylis glomerata L.;;+;94207
T4401_1;Geranium molle L.;;+;100104
T4401_1;Avena barbata Pott ex Link;;+;85208
T4401_1;Euphorbia exigua L.;;+;97511
T4401_1;Onopordon illyricum;;+;110260
T4401_1;Bromus madritensis L.;;1;86668
T4401_1;Arenaria serpyllifolia L.;;+;83653
T4401_1;Galactites tomentosa Moench;;3;99224
T4401_1;Convolvulus cantabrica L.;;+;92308
T4401_1;Lagoseris sancta;;+;104832
T4401_1;Pallenis spinosa (L.) Cass.;;+;112065
T4401_1;Crepis vesicaria L.;;+;93157
T4401_1;Aegilops ovata;;1;80291
T4401_1;Carlina corymbosa L.;;+;89155
T4401_1;Alyssum alyssoides (L.) L.;;+;81878
T4401_1;Poa bulbosa L.;;2;114136
T4401_1;Eryngium campestre L.;;+;97141
T4401_1;Carthamus lanatus L.;;+;89232
T4401_1;Camphorosma monspeliaca L.;;+;87765
T4401_1;Stipa capillata L.;;3;125135
T4401_1;Tunica prolifera;;+;127982
T4401_1;Veronica arvensis L.;;+;128801
T4401_1;Tyrimnus leucographus (L.) Cass.;;+;128104
T4401_1;Sideritis romana L.;;1;123325
T4401_1;Trifolium stellatum L.;;+;127491
T4401_1;Sherardia arvensis L.;;+;123164
T4401_1;Urospermum dalechampsi;;+;128255
T4402_1;Hypochoeris radicata L.;;1;446973
T4402_1;Lagoseris sancta;;+;104832
T4402_1;Dactylis glomerata L.;;2;94207
T4402_1;Ophrys araneifera;;1;110345
T4402_1;Aegilops ovata;;1;80291
T4402_1;Centaurea aspera L.;;+;89525
T4402_1;Hypericum perforatum L.;;+;103316
T4402_1;Crepis vesicaria L.;;1;93157
T4402_1;Cynodon dactylon (L.) Pers.;;+;93803
T4402_1;Muscari neglectum Guss. ex Ten.;;+;108898
T4402_1;Daucus carota L.;;1;94503
T4402_1;Plantago lanceolata L.;;1;113893
T4402_1;Euphorbia cyparissias L.;;+;97490
T4402_1;Picris echioides L.;;+;113469
T4402_1;Lotus corniculatus L.;;+;106653
T4402_1;Brachypodium phoenicoides (L.) Roemer & Schultes;;3;86288
T4402_1;Medicago lupulina L.;;1;107649
T4402_1;Galium verum L.;;+;99582
T4402_1;Filago germanica;;+;98681
T4402_1;Echium vulgare L.;;+;95793
T4402_1;Centaurea collina L.;;+;89557
T4402_1;Bromus erectus Hudson;;+;86601
T4402_1;Cerastium pumilum Curtis;;+;90076
T4402_1;Ononis spinosa L.;;+;110236
T4402_1;Eryngium campestre L.;;+;97141
