NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T0002_1;Alchemilla xanthochlora Rothm.;;+;81195
T0002_1;Rumex acetosa L.;;+;119418
T0002_1;Ranunculus acer;;+;116903
T0002_1;Leucanthemum vulgare Lam.;;+;105817
T0002_1;Agrostis capillaris L.;;+;80591
T0002_1;Heracleum sphondylium L.;;+;101300
T0002_1;Vicia cracca L.;;+;129147
T0002_1;Bromus hordeaceus L. =mollis;;+;86680
T0002_1;Lolium perenne L.;;+;106499
T0002_1;Veronica serpyllifolia L.;;+;129003
T0002_1;Myosotis silvatica;;+;109104
T0002_1;Plantago lanceolata L.;;1;113893
T0002_1;Cynosurus cristatus L.;;1;93860
T0002_1;Prunella vulgaris L.;;+;116012
T0002_1;Rhinanthus minor L.;;+;117616
T0002_1;Stellaria graminea L.;;+;125000
T0002_1;Holcus lanatus L.;;2;102900
T0002_1;Taraxacum officinale Weber;;+;125677
T0002_1;Medicago lupulina L.;;+;107649
T0002_1;Rhinanthus alectorolophus (Scop.) Pollich;;+;117587
T0002_1;Crepis biennis L.;;+;93015
T0002_1;Phleum pratense L.;;3;113221
T0002_1;Trifolium repens L.;;+;127454
T0002_1;Trifolium pratense L.;;+;127439
T0002_1;Festuca rubra L.;;+;98512
T0002_1;Festuca pratensis Hudson;;+;98460
T0002_1;Poa trivialis L.;;+;114416
T0002_1;Achillea millefolium L.;;+;79908
T0002_1;Anthoxanthum odoratum L.;;1;82922
T0002_10;Stellaria graminea L.;;+;125000
T0002_10;Trifolium repens L.;;1;127454
T0002_10;Rhinanthus alectorolophus (Scop.) Pollich;;+;117587
T0002_10;Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl;;+;83912
T0002_10;Trisetum flavescens (L.) Beauv.;;2;127660
T0002_10;Galium mollugo L.;;+;99473
T0002_10;Knautia arvensis (L.) Coulter;;+;104516
T0002_10;Phleum pratense L.;;+;113221
T0002_10;Ranunculus acer;;+;116903
T0002_10;Festuca pratensis Hudson;;1;98460
T0002_10;Taraxacum officinale Weber;;1;125677
T0002_10;Bromus hordeaceus L. =mollis;;+;86680
T0002_10;Alchemilla xanthochlora Rothm.;;+;81195
T0002_10;Festuca rubra L.;;+;98512
T0002_10;Anthoxanthum odoratum L.;;+;82922
T0002_10;Rumex acetosa L.;;+;119418
T0002_10;Lolium perenne L.;;+;106499
T0002_10;Galeopsis tetrahit L.;;+;99334
T0002_10;Dactylis glomerata L.;;2;94207
