NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T3251_1;Vicia tetrasperma (L.) Schreber;;+;129325
T3251_1;Veronica arvensis L.;;+;128801
T3251_1;Tunica prolifera;;+;127982
T3251_1;Trifolium striatum L.;;+;127495
T3251_1;Trifolium scabrum L.;;+;127470
T3251_1;Geranium robertianum L.;;+;100142
T3251_1;Bromus erectus Hudson;;2;86601
T3251_1;Cytisus decumbens (Durande) Spach;;2;94111
T3251_1;Euphorbia cyparissias L.;;+;97490
T3251_1;Bromus hordeaceus L. =mollis;;+;86680
T3251_1;Cerastium pumilum Curtis;;+;90076
T3251_1;Asperula cynanchica L.;;+;84306
T3251_1;Festuca duriuscula;;+;98205
T3251_1;Arenaria serpyllifolia L.;;+;83653
T3251_1;Erophila verna (L.) Chevall.;;+;97008
T3251_1;Prunus mahaleb L.;;+;116096
T3251_1;Poa compressa L.;;+;114160
T3251_1;Poa bulbosa L.;;+;114136
T3251_1;Saxifraga tridactylites L.;;+;121201
T3251_1;Lactuca perennis L.;;+;104764
T3251_1;Melica ciliata L.;;+;107851
T3251_1;Hippocrepis comosa L.;;+;102842
T3251_1;Thymus serpyllum L.;;+;126573
T3251_1;Potentilla verna;;+;115694
T3251_1;Sanguisorba minor Scop.;;+;120753
T3251_1;Koeleria pyramidata (Lam.) Beauv.;;+;104665
T3251_1;Linum tenuifolium L.;;+;106346
T3251_1;Teucrium chamaedrys L.;;2;125981
T3251_1;Sedum album L.;;+;122106
T3251_1;Seseli montanum L.;;+;123037
T3251_1;Hieracium murorum L.;;+;102235
T3251_1;Sedum acre L.;;+;122101
T3251_1;Hypericum perforatum L.;;+;103316
T3251_2;Veronica arvensis L.;;+;128801
T3251_2;Tunica prolifera;;+;127982
T3251_2;Trifolium scabrum L.;;+;127470
T3251_2;Cerastium pumilum Curtis;;+;90076
T3251_2;Cytisus decumbens (Durande) Spach;;+;94111
T3251_2;Arenaria serpyllifolia L.;;+;83653
T3251_2;Galium verum L.;;+;99582
T3251_2;Bromus erectus Hudson;;2;86601
T3251_2;Erophila verna (L.) Chevall.;;+;97008
T3251_2;Poa bulbosa L.;;+;114136
T3251_2;Poa compressa L.;;+;114160
T3251_2;Seseli montanum L.;;+;123037
T3251_2;Thymus serpyllum L.;;2;126573
T3251_2;Teucrium chamaedrys L.;;1;125981
T3251_2;Hypericum perforatum L.;;+;103316
T3251_2;Lactuca perennis L.;;+;104764
T3251_2;Helianthemum apenninum (L.) Miller;;+;100896
T3251_2;Linum tenuifolium L.;;+;106346
T3251_2;Sedum acre L.;;+;122101
T3251_2;Saxifraga tridactylites L.;;+;121201
T3251_2;Hippocrepis comosa L.;;+;102842
T3251_2;Potentilla verna;;+;115694
T3251_2;Hieracium murorum L.;;+;102235
T3251_2;Hieracium pilosella L.;;+;102352
T3251_2;Sanguisorba minor Scop.;;+;120753
T3251_2;Sedum album L.;;+;122106
T3251_3;Trifolium scabrum L.;;+;127470
T3251_3;Vicia tetrasperma (L.) Schreber;;+;129325
T3251_3;Veronica arvensis L.;;+;128801
T3251_3;Trifolium filiforme;;+;198631
T3251_3;Cerastium brachypetalum Pers.;;+;89979
T3251_3;Cerastium pumilum Curtis;;1;90076
T3251_3;Festuca duriuscula;;+;98205
T3251_3;Geranium molle L.;;+;100104
T3251_3;Bromus erectus Hudson;;+;86601
T3251_3;Sedum mite;;4;122207
T3251_3;Seseli montanum L.;;+;123037
T3251_3;Sedum album L.;;+;122106
T3251_3;Linum tenuifolium L.;;+;106346
T3251_3;Myosotis collina;;+;195001
T3251_3;Minuartia rostrata;;+;108613
T3251_3;Rhinanthus minor L.;;+;117616
T3251_3;Potentilla verna;;+;115694
T3251_3;Thymus serpyllum L.;;+;126573
T3251_4;Trifolium scabrum L.;;+;127470
T3251_4;Trifolium filiforme;;+;198631
T3251_4;Galium verum L.;;+;99582
T3251_4;Geranium rotundifolium L.;;+;100144
T3251_4;Bromus erectus Hudson;;2;86601
T3251_4;Erodium cicutarium (L.) L'her.;;+;96895
T3251_4;Bromus hordeaceus L. =mollis;;+;86680
T3251_4;Poa bulbosa L.;;2;114136
T3251_4;Seseli montanum L.;;+;123037
T3251_4;Plantago lanceolata L.;;+;113893
T3251_4;Sedum acre L.;;2;122101
T3251_4;Phleum boehmeri;;+;113183
T3251_4;Potentilla verna;;+;115694
T3251_4;Hypericum perforatum L.;;+;103316
T3251_5;Trifolium filiforme;;+;198631
T3251_5;Trifolium scabrum L.;;1;127470
T3251_5;Veronica teucrium;;1;129022
T3251_5;Acinos arvensis (Lam.) Dandy;;+;79991
T3251_5;Carex caryophyllea Latourr.;;2;88415
T3251_5;Cytisus decumbens (Durande) Spach;;+;94111
T3251_5;Agrostis capillaris L.;;+;80591
T3251_5;Galium verum L.;;+;99582
T3251_5;Euphorbia cyparissias L.;;1;97490
T3251_5;Asperula cynanchica L.;;1;84306
T3251_5;Erodium cicutarium (L.) L'her.;;1;96895
T3251_5;Sedum rupestre;;+;122246
T3251_5;Linum tenuifolium L.;;+;106346
T3251_5;Poa bulbosa L.;;+;114136
T3251_5;Rhinanthus minor L.;;+;117616
T3251_5;Seseli montanum L.;;2;123037
T3251_5;Sanguisorba minor Scop.;;+;120753
T3251_5;Scabiosa columbaria L.;;+;121334
T3251_5;Minuartia rostrata;;+;108613
T3251_5;Potentilla verna;;2;115694
T3251_5;Medicago lupulina L.;;+;107649
T3251_5;Thymus serpyllum L.;;3;126573
T3251_5;Sedum mite;;2;122207
T3251_5;Hypericum perforatum L.;;+;103316
T3251_6;Trifolium filiforme;;+;198631
T3251_6;Trifolium scabrum L.;;+;127470
T3251_6;Tunica prolifera;;+;127982
T3251_6;Veronica teucrium;;+;129022
T3251_6;Carex caryophyllea Latourr.;;+;88415
T3251_6;Anthyllis vulneraria L.;;+;82999
T3251_6;Cerastium pumilum Curtis;;+;90076
T3251_6;Geranium molle L.;;1;100104
T3251_6;Festuca duriuscula;;1;98205
T3251_6;Bromus erectus Hudson;;2;86601
T3251_6;Asperula cynanchica L.;;+;84306
T3251_6;Myosotis collina;;+;195001
T3251_6;Seseli montanum L.;;+;123037
T3251_6;Potentilla verna;;1;115694
T3251_6;Helianthemum nummularium (L.) Miller;;+;100956
T3251_6;Scabiosa columbaria L.;;+;121334
T3251_6;Hypericum perforatum L.;;+;103316
T3251_6;Minuartia rostrata;;+;108613
T3251_6;Teucrium chamaedrys L.;;+;125981
T3251_6;Poa compressa L.;;+;114160
T3251_6;Hippocrepis comosa L.;;+;102842
T3251_6;Medicago lupulina L.;;+;107649
T3251_6;Sedum rupestre;;2;122246
T3251_6;Sedum album L.;;2;122106
T3251_7;Veronica teucrium;;+;129022
T3251_7;Trifolium filiforme;;+;198631
T3251_7;Echium vulgare L.;;+;95793
T3251_7;Cytisus decumbens (Durande) Spach;;1;94111
T3251_7;Cerastium pumilum Curtis;;+;90076
T3251_7;Bromus erectus Hudson;;1;86601
T3251_7;Arenaria serpyllifolia L.;;+;83653
T3251_7;Euphorbia cyparissias L.;;+;97490
T3251_7;Acinos arvensis (Lam.) Dandy;;+;79991
T3251_7;Asperula cynanchica L.;;+;84306
T3251_7;Festuca duriuscula;;1;98205
T3251_7;Seseli montanum L.;;+;123037
T3251_7;Hippocrepis comosa L.;;+;102842
T3251_7;Medicago lupulina L.;;+;107649
T3251_7;Koeleria pyramidata (Lam.) Beauv.;;1;104665
T3251_7;Hypericum perforatum L.;;+;103316
T3251_7;Rhinanthus minor L.;;1;117616
T3251_7;Sedum mite;;2;122207
T3251_7;Thymus serpyllum L.;;2;126573
T3251_7;Saxifraga tridactylites L.;;+;121201
T3251_7;Hieracium pilosella L.;;+;102352
T3251_7;Helianthemum apenninum (L.) Miller;;+;100896
T3251_7;Sedum album L.;;2;122106
T3251_7;Potentilla verna;;1;115694
T3251_7;Linum tenuifolium L.;;+;106346
T3251_7;Sanguisorba minor Scop.;;+;120753
T3251_7;Minuartia rostrata;;+;108613
T3251_7;Poa compressa L.;;1;114160
T3252_1;Viola rupestris F. W. Schmidt;;+;129674
T3252_1;Vincetoxicum officinale;;+;129482
T3252_1;Bromus erectus Hudson;;1;86601
T3252_1;Acinos arvensis (Lam.) Dandy;;+;79991
T3252_1;Festuca duriuscula;;1;98205
T3252_1;Genista pilosa L.;;1;99798
T3252_1;Anthericum ramosum L.;;1;82909
T3252_1;Euphrasia salisburgensis Funck;;+;97804
T3252_1;Fumana procumbens (Dunal) Gren. & Godron;;+;99028
T3252_1;Carlina vulgaris L.;;+;89180
T3252_1;Carex ornithopoda Willd.;;+;88737
T3252_1;Carex hallerana Asso;;+;88560
T3252_1;Asperula cynanchica L.;;+;84306
T3252_1;Briza media L.;;+;86490
T3252_1;Globularia vulgaris L.;;1;100356
T3252_1;Thesium alpinum L.;;+;126287
T3252_1;Thymus serpyllum L.;;+;126573
T3252_1;Teucrium montanum L.;;1;126008
T3252_1;Koeleria pyramidata (Lam.) Beauv.;;+;104665
T3252_1;Helianthemum apenninum (L.) Miller;;+;100896
T3252_1;Phyteuma orbiculare L.;;+;113389
T3252_1;Pimpinella saxifraga L.;;+;113596
T3252_1;Sanguisorba minor Scop.;;+;120753
