NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T2851_1;Brachypodium sylvaticum (Hudson) Beauv.;;1;86305
T2851_1;Clematis vitalba L.;;+;91886
T2851_1;Lonicera xylosteum L.;;1;106595
T2851_1;Cornus sanguinea L.;;+;92501
T2851_1;Fraxinus excelsior L.;;1;98921
T2851_1;Laburnum anagyroides Medicus;;4;104716
T2851_1;Clinopodium vulgare L.;;+;91912
T2851_1;Prunus spinosa L.;;1;116142
T2851_1;Ligustrum vulgare L.;;1;105966
T2851_1;Rubus fruticosus;;1;119097
T2851_1;Acer pseudoplatanus L.;;2;79783
T2851_1;Prunus mahaleb L.;;1;116096
T2851_1;Avenula pubescens (Hudson) Dumort.;;+;85439
T2851_1;Hedera helix L.;;+;100787
T2851_1;Ulmus minor Miller;;+;128175
T2851_10;Acer pseudoplatanus L.;;1;79783
T2851_10;Ligustrum vulgare L.;;3;105966
T2851_10;Prunus avium L.;;+;116043
T2851_10;Cornus sanguinea L.;;1;92501
T2851_10;Brachypodium sylvaticum (Hudson) Beauv.;;1;86305
T2851_10;Fraxinus excelsior L.;;+;98921
T2851_10;Galium aparine L.;;2;99373
T2851_10;Prunus mahaleb L.;;4;116096
T2851_10;Hedera helix L.;;+;100787
T2851_10;Rosa rubiginosa L.;;+;118474
T2851_10;Crataegus monogyna Jacq.;;2;92876
T2851_10;Geranium robertianum L.;;+;100142
T2851_10;Tamus communis L.;;1;125447
T2851_10;Viburnum lantana L.;;+;129083
T2851_10;Viburnum opulus L.;;+;129087
T2851_11;Lonicera xylosteum L.;;+;106595
T2851_11;Cornus sanguinea L.;;+;92501
T2851_11;Crataegus monogyna Jacq.;;1;92876
T2851_11;Prunus spinosa L.;;2;116142
T2851_11;Brachypodium sylvaticum (Hudson) Beauv.;;+;86305
T2851_11;Ligustrum vulgare L.;;1;105966
T2851_11;Fagus silvatica;;1;97947
T2851_11;Prunus mahaleb L.;;2;116096
T2851_11;Laburnum anagyroides Medicus;;+;104716
T2851_11;Rubus fruticosus;;1;119097
T2851_11;Rosa canina L.;;1;118073
T2851_11;Geranium robertianum L.;;+;100142
T2851_11;Rhamnus cathartica;;1;117530
T2851_11;Rosa rubiginosa L.;;2;118474
T2851_11;Viburnum opulus L.;;2;129087
T2851_12;Origanum vulgare L.;;+;111289
T2851_12;Inula conyza Dc.;;+;103608
T2851_12;Crataegus monogyna Jacq.;;+;92876
T2851_12;Ligustrum vulgare L.;;1;105966
T2851_12;Lonicera xylosteum L.;;1;106595
T2851_12;Juniperus communis L.;;4;104397
T2851_12;Rosa rubiginosa L.;;+;118474
T2851_12;Cornus sanguinea L.;;+;92501
T2851_12;Prunus mahaleb L.;;+;116096
T2851_12;Prunus spinosa L.;;3;116142
T2851_12;Viola hirta L.;;+;129586
T2851_12;Ulmus minor Miller;;+;128175
T2851_12;Viburnum lantana L.;;+;129083
T2851_13;Galium mollugo L.;;+;99473
T2851_13;Avenula pubescens (Hudson) Dumort.;;+;85439
T2851_13;Rubus coesius;;+;118993
T2851_13;Hedera helix L.;;+;100787
T2851_13;Laburnum anagyroides Medicus;;2;104716
T2851_13;Arum maculatum L.;;+;84112
T2851_13;Rhamnus frangula;;+;117533
T2851_13;Inula conyza Dc.;;+;103608
T2851_13;Brachypodium sylvaticum (Hudson) Beauv.;;+;86305
