NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T4910_1;Gentiana pneumonanthe L.;;+;99922
T4910_1;Juncus obtusiflorus;;2;104283
T4910_1;Cirsium tuberosum (L.) All.;;1;91422
T4910_1;Eupatorium cannabinum L.;;1;97434
T4910_1;Potentilla tormentilla;;1;115680
T4910_1;Phragmites australis (Cav.) Trin. ex Steudel;;1;113260
T4910_1;Schoenus nigricans L.;;4;121581
T4910_1;Mentha aquatica L.;;+;108027
T4910_1;Rhamnus frangula;;1;117533
T4910_1;Oenanthe lachenali;;+;109881
T4910_1;Orchis incarnata;;1;110885
T4910_1;Molinia caerulea (L.) Moench;;2;108718
T4910_10;Cirsium tuberosum (L.) All.;;1;91422
T4910_10;Eupatorium cannabinum L.;;1;97434
T4910_10;Angelica sylvestris L.;;+;82738
T4910_10;Lythrum salicaria L.;;+;107117
T4910_10;Gentiana pneumonanthe L.;;+;99922
T4910_10;Lysimachia vulgaris L.;;1;107090
T4910_10;Centaurea nigra L.;;+;89653
T4910_10;Carex panicea L.;;1;88752
T4910_10;Inula salicina L.;;+;103648
T4910_10;Epipactis palustris (L.) Crantz;;2;96465
T4910_10;Juncus obtusiflorus;;2;104283
T4910_10;Cirsium oleraceum (L.) Scop.;;+;91378
T4910_10;Betula pubescens Ehrh.;;+;85904
T4910_10;Thalictrum flavum L.;;+;126124
T4910_10;Selinum carvifolia (L.) L.;;1;122329
T4910_10;Polygala amara L.;;+;114525
T4910_10;Oenanthe lachenali;;+;109881
T4910_10;Scorzonera humilis L.;;+;121960
T4910_10;Schoenus nigricans L.;;2;121581
T4910_10;Potentilla tormentilla;;1;115680
T4910_10;Orchis latifolia;;+;195513
T4910_10;Symphytum tuberosum L.;;1;125364
T4910_10;Molinia caerulea (L.) Moench;;4;108718
T4910_10;Phragmites australis (Cav.) Trin. ex Steudel;;1;113260
T4910_10;Orchis incarnata;;+;110885
T4910_10;Succisa praemorsa;;+;125294
T4910_2;Carex panicea L.;;1;88752
T4910_2;Fraxinus excelsior L.;;+;98921
T4910_2;Epipactis palustris (L.) Crantz;;+;96465
T4910_2;Eupatorium cannabinum L.;;+;97434
T4910_2;Juncus obtusiflorus;;2;104283
T4910_2;Gentiana pneumonanthe L.;;1;99922
T4910_2;Oenanthe lachenali;;+;109881
T4910_2;Parnassia palustris L.;;+;112426
T4910_2;Molinia caerulea (L.) Moench;;2;108718
T4910_2;Potentilla tormentilla;;1;115680
T4910_2;Mentha aquatica L.;;+;108027
T4910_2;Phragmites australis (Cav.) Trin. ex Steudel;;+;113260
T4910_2;Selinum carvifolia (L.) L.;;+;122329
T4910_2;Rhamnus frangula;;1;117533
T4910_2;Schoenus nigricans L.;;5;121581
T4910_3;Equisetum palustre L.;;+;96534
T4910_3;Cirsium tuberosum (L.) All.;;+;91422
T4910_3;Gentiana pneumonanthe L.;;1;99922
T4910_3;Juncus obtusiflorus;;3;104283
T4910_3;Eupatorium cannabinum L.;;+;97434
T4910_3;Lythrum salicaria L.;;+;107117
T4910_3;Carex nigra (L.) Reichard;;+;88720
T4910_3;Galium uliginosum L.;;+;99570
T4910_3;Carex panicea L.;;1;88752
T4910_3;Fraxinus excelsior L.;;+;98921
T4910_3;Symphytum tuberosum L.;;+;125364
T4910_3;Molinia caerulea (L.) Moench;;2;108718
T4910_3;Rhamnus frangula;;2;117533
T4910_3;Scorzonera humilis L.;;+;121960
T4910_3;Selinum carvifolia (L.) L.;;+;122329
T4910_3;Potentilla tormentilla;;1;115680
T4910_3;Schoenus nigricans L.;;3;121581
T4910_3;Orchis latifolia;;+;195513
T4910_3;Mentha aquatica L.;;1;108027
T4910_3;Oenanthe lachenali;;1;109881
T4910_3;Orchis incarnata;;+;110885
T4910_3;Parnassia palustris L.;;+;112426
T4910_3;Phragmites australis (Cav.) Trin. ex Steudel;;2;113260
T4910_4;Juncus obtusiflorus;;2;104283
T4910_4;Cirsium palustre (L.) Scop.;;1;91382
T4910_4;Cirsium oleraceum (L.) Scop.;;+;91378
T4910_4;Daucus carota L.;;+;94503
T4910_4;Carex panicea L.;;1;88752
T4910_4;Lycopus europaeus L.;;1;107038
T4910_4;Gentiana pneumonanthe L.;;1;99922
T4910_4;Eupatorium cannabinum L.;;1;97434
T4910_4;Anagallis tenella (L.) L.;;1;82346
T4910_4;Carex rostrata Stokes;;+;88840
T4910_4;Epipactis palustris (L.) Crantz;;+;96465
T4910_4;Parnassia palustris L.;;1;112426
T4910_4;Molinia caerulea (L.) Moench;;1;108718
T4910_4;Thalictrum flavum L.;;1;126124
T4910_4;Potentilla tormentilla;;1;115680
T4910_4;Mentha aquatica L.;;1;108027
T4910_4;Orchis latifolia;;+;195513
T4910_4;Schoenus nigricans L.;;5;121581
T4910_4;Orchis incarnata;;1;110885
T4910_4;Phragmites australis (Cav.) Trin. ex Steudel;;+;113260
T4910_4;Scorzonera humilis L.;;+;121960
T4910_4;Rhamnus frangula;;+;117533
T4910_5;Carex flava L.;;1;88511
T4910_5;Cirsium palustre (L.) Scop.;;1;91382
T4910_5;Linum catharticum L.;;+;106288
T4910_5;Galium uliginosum L.;;+;99570
T4910_5;Lythrum salicaria L.;;1;107117
T4910_5;Cirsium tuberosum (L.) All.;;+;91422
T4910_5;Eupatorium cannabinum L.;;1;97434
T4910_5;Juncus obtusiflorus;;4;104283
T4910_5;Phragmites australis (Cav.) Trin. ex Steudel;;2;113260
T4910_5;Selinum carvifolia (L.) L.;;+;122329
T4910_5;Molinia caerulea (L.) Moench;;2;108718
T4910_5;Vicia cracca L.;;+;129147
T4910_5;Mentha aquatica L.;;2;108027
T4910_5;Rhamnus frangula;;2;117533
T4910_5;Oenanthe lachenali;;+;109881
T4910_5;Schoenus nigricans L.;;2;121581
T4910_5;Thalictrum flavum L.;;+;126124
T4910_6;Cirsium tuberosum (L.) All.;;1;91422
T4910_6;Angelica sylvestris L.;;+;82738
T4910_6;Eupatorium cannabinum L.;;1;97434
T4910_6;Juncus obtusiflorus;;4;104283
T4910_6;Gentiana pneumonanthe L.;;1;99922
T4910_6;Lythrum salicaria L.;;1;107117
T4910_6;Carex panicea L.;;+;88752
T4910_6;Achillea ptarmica L.;;1;79921
T4910_6;Cirsium palustre (L.) Scop.;;+;91382
T4910_6;Centaurea nigra L.;;1;89653
T4910_6;Cladium mariscus (L.) Pohl;;+;91823
T4910_6;Carex flava L.;;+;88511
T4910_6;Symphytum tuberosum L.;;2;125364
T4910_6;Thalictrum flavum L.;;+;126124
T4910_6;Mentha aquatica L.;;2;108027
T4910_6;Succisa praemorsa;;+;125294
T4910_6;Schoenus nigricans L.;;1;121581
T4910_6;Molinia caerulea (L.) Moench;;1;108718
T4910_6;Rhamnus frangula;;2;117533
T4910_6;Prunus spinosa L.;;+;116142
T4910_6;Potentilla tormentilla;;1;115680
T4910_6;Phragmites australis (Cav.) Trin. ex Steudel;;2;113260
T4910_6;Oenanthe lachenali;;1;109881
T4910_7;Juncus obtusiflorus;;2;104283
T4910_7;Cirsium oleraceum (L.) Scop.;;+;91378
T4910_7;Galium uliginosum L.;;+;99570
T4910_7;Epipactis palustris (L.) Crantz;;1;96465
T4910_7;Eupatorium cannabinum L.;;+;97434
T4910_7;Angelica sylvestris L.;;+;82738
T4910_7;Calamagrostis epigejos (L.) Roth;;+;87227
T4910_7;Centaurea nigra L.;;1;89653
T4910_7;Carex rostrata Stokes;;+;88840
T4910_7;Cirsium tuberosum (L.) All.;;+;91422
T4910_7;Achillea ptarmica L.;;+;79921
T4910_7;Cirsium palustre (L.) Scop.;;+;91382
T4910_7;Gentiana pneumonanthe L.;;1;99922
T4910_7;Lythrum salicaria L.;;1;107117
T4910_7;Phragmites australis (Cav.) Trin. ex Steudel;;1;113260
T4910_7;Rhamnus cathartica;;+;117530
T4910_7;Symphytum tuberosum L.;;1;125364
T4910_7;Prunus spinosa L.;;+;116142
T4910_7;Selinum carvifolia (L.) L.;;2;122329
T4910_7;Molinia caerulea (L.) Moench;;3;108718
T4910_7;Viburnum opulus L.;;+;129087
T4910_7;Rhamnus frangula;;1;117533
T4910_7;Schoenus nigricans L.;;4;121581
T4910_7;Succisa praemorsa;;+;125294
T4910_7;Peucedanum palustre (L.) Moench;;+;112873
T4910_7;Oenanthe lachenali;;1;109881
T4910_7;Potentilla tormentilla;;1;115680
T4910_8;Carex flacca Schreber;;+;88510
T4910_8;Inula salicina L.;;1;103648
T4910_8;Galium uliginosum L.;;1;99570
T4910_8;Equisetum fluviatile L.;;+;96519
T4910_8;Angelica sylvestris L.;;1;82738
T4910_8;Eupatorium cannabinum L.;;+;97434
T4910_8;Epipactis palustris (L.) Crantz;;+;96465
T4910_8;Carex panicea L.;;1;88752
T4910_8;Juncus obtusiflorus;;2;104283
T4910_8;Cirsium oleraceum (L.) Scop.;;2;91378
T4910_8;Oenanthe lachenali;;1;109881
T4910_8;Potentilla tormentilla;;1;115680
T4910_8;Symphytum tuberosum L.;;1;125364
T4910_8;Thalictrum flavum L.;;1;126124
T4910_8;Selinum carvifolia (L.) L.;;1;122329
T4910_8;Rubus coesius;;+;118993
T4910_8;Schoenus nigricans L.;;3;121581
T4910_8;Rhamnus frangula;;2;117533
T4910_8;Phragmites australis (Cav.) Trin. ex Steudel;;1;113260
T4910_8;Molinia caerulea (L.) Moench;;4;108718
T4910_8;Populus alba L.;;1;115110
T4910_8;Scorzonera humilis L.;;+;121960
T4910_9;Carex panicea L.;;1;88752
T4910_9;Lythrum salicaria L.;;+;107117
T4910_9;Eupatorium cannabinum L.;;+;97434
T4910_9;Epipactis palustris (L.) Crantz;;1;96465
T4910_9;Lysimachia vulgaris L.;;1;107090
T4910_9;Angelica sylvestris L.;;+;82738
T4910_9;Galium uliginosum L.;;+;99570
T4910_9;Juncus obtusiflorus;;2;104283
T4910_9;Cirsium tuberosum (L.) All.;;1;91422
T4910_9;Gentiana pneumonanthe L.;;1;99922
T4910_9;Inula salicina L.;;1;103648
T4910_9;Cirsium oleraceum (L.) Scop.;;+;91378
T4910_9;Pteridium aquilinum (L.) Kuhn;;+;116265
T4910_9;Rhamnus frangula;;2;117533
T4910_9;Molinia caerulea (L.) Moench;;4;108718
T4910_9;Selinum carvifolia (L.) L.;;+;122329
T4910_9;Succisa praemorsa;;+;125294
T4910_9;Symphytum asperum Lepechin;;+;125341
T4910_9;Phragmites australis (Cav.) Trin. ex Steudel;;+;113260
T4910_9;Oenanthe lachenali;;1;109881
T4910_9;Populus alba L.;;+;115110
T4910_9;Potentilla tormentilla;;1;115680
T4910_9;Symphytum tuberosum L.;;1;125364
T4910_9;Schoenus nigricans L.;;3;121581
T4911_1;Dactylis glomerata L.;;+;94207
T4911_1;Bromus sterilis L.;;+;86763
T4911_1;Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl;;+;83912
T4911_1;Eryngium campestre L.;;+;97141
T4911_1;Centaurea pratensis;;1;89674
T4911_1;Geranium dissectum L.;;2;100052
T4911_1;Convolvulus arvensis L.;;+;92302
T4911_1;Agrimonia eupatoria L.;;1;80410
T4911_1;Achillea millefolium L.;;1;79908
T4911_1;Cichorium intybus L.;;+;91169
T4911_1;Heracleum sphondylium L.;;1;101300
T4911_1;Lolium perenne L.;;1;106499
T4911_1;Bromus hordeaceus L. =mollis;;2;86680
T4911_1;Daucus carota L.;;1;94503
T4911_1;Sinapis arvensis L.;;+;123713
T4911_1;Trifolium pratense L.;;2;127439
T4911_1;Tragopogon pratensis L.;;+;127029
T4911_1;Taraxacum officinale Weber;;1;125677
T4911_1;Ranunculus repens L.;;1;117201
T4911_1;Poa annua L.;;2;114114
T4911_1;Plantago major L.;;1;113904
T4911_1;Potentilla reptans L.;;1;115624
T4911_1;Plantago lanceolata L.;;2;113893
T4911_1;Trisetum flavescens (L.) Beauv.;;+;127660
T4911_1;Ononis spinosa L.;;+;110236
T4911_1;Pastinaca sativa L.;;+;112550
T4911_1;Poa pratensis L.;;1;114332
T4911_1;Rumex crispus L.;;+;119473
T4911_1;Muscari comosum (L.) Miller;;+;108874
T4911_1;Poa trivialis L.;;4;114416
T4911_1;Sonchus asper (L.) Hill;;+;124233
T4911_10;Achillea millefolium L.;;+;79908
T4911_10;Cichorium intybus L.;;+;91169
T4911_10;Daucus carota L.;;+;94503
T4911_10;Holcus mollis L.;;1;102901
T4911_10;Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl;;5;83912
T4911_10;Centaurea pratensis;;+;89674
T4911_10;Bromus sterilis L.;;1;86763
T4911_10;Dactylis glomerata L.;;2;94207
T4911_10;Centaurea scabiosa L.;;1;89697
T4911_10;Galium verum L.;;1;99582
T4911_10;Cirsium vulgare (Savi) Ten.;;+;91430
T4911_10;Festuca ovina L.;;3;98425
T4911_10;Hypericum perforatum L.;;+;103316
T4911_10;Cirsium arvense (L.) Scop.;;+;91289
T4911_10;Brachypodium pinnatum (L.) Beauv.;;1;86289
T4911_10;Galium cruciata;;+;99409
T4911_10;Artemisia vulgaris L.;;1;84061
T4911_10;Galium mollugo L.;;2;99473
T4911_10;Convolvulus arvensis L.;;2;92302
T4911_10;Campanula rapunculus L.;;+;87712
T4911_10;Cerastium arvense L.;;+;89968
T4911_10;Heracleum sphondylium L.;;+;101300
T4911_10;Senecio jacobaea L.;;1;122636
T4911_10;Vicia hirsuta (L.) S. F. Gray;;1;129191
T4911_10;Sonchus asper (L.) Hill;;+;124233
