NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T2101_1;Lychnis flos-cuculi L.;;1;106918
T2101_1;Juncus effusus L.;;2;104173
T2101_1;Juncus silvaticus;;1;104348
T2101_1;Poa pratensis L.;;1;114332
T2101_1;Carex echinata Murray;;+;88489
T2101_1;Molinia caerulea (L.) Moench;;2;108718
T2101_1;Rumex acetosa L.;;1;119418
T2101_1;Agrostis alpina Scop.;;1;80564
T2101_1;Ranunculus repens L.;;+;117201
T2101_1;Holcus lanatus L.;;2;102900
T2101_1;Anthoxanthum odoratum L.;;1;82922
T2101_1;Plantago lanceolata L.;;1;113893
T2101_1;Potentilla tormentilla;;+;115680
T2101_1;Senecio jacobaea L.;;1;122636
T2101_1;Digitalis purpurea L.;;1;94959
T2101_1;Succisa praemorsa;;+;125294
T2101_1;Cirsium palustre (L.) Scop.;;2;91382
T2101_1;Scorzonera humilis L.;;+;121960
T2101_1;Carex laevigata Sm.;;2;88608
T2101_1;Hydrocotyle vulgaris L.;;2;103142
T2101_1;Luzula campestris (L.) Dc.;;1;106818
T2101_1;Carex ovalis Good.;;1;88742
T2101_1;Festuca rubra L.;;3;98512
T2101_1;Galium hercynicum;;+;99437
T2101_1;Lotus uliginosus Schkuhr;;2;106723
T2101_1;Angelica sylvestris L.;;+;82738
T2101_10;Festuca rubra L.;;3;98512
T2101_10;Plantago lanceolata L.;;+;113893
T2101_10;Holcus lanatus L.;;+;102900
T2101_10;Anthoxanthum odoratum L.;;1;82922
T2101_10;Cirsium tuberosum (L.) All.;;+;91422
T2101_10;Carex nigra (L.) Reichard;;2;88720
T2101_10;Agrostis canina L.;;1;80590
T2101_10;Agrostis alpina Scop.;;4;80564
T2101_10;Potentilla tormentilla;;+;115680
T2101_10;Holcus mollis L.;;1;102901
T2101_10;Scorzonera humilis L.;;1;121960
T2101_10;Juncus silvaticus;;1;104348
T2101_10;Lychnis flos-cuculi L.;;+;106918
T2101_10;Luzula campestris (L.) Dc.;;1;106818
T2101_10;Hypochoeris radicata L.;;1;446973
T2101_10;Lotus uliginosus Schkuhr;;+;106723
T2101_11;Carex nigra (L.) Reichard;;+;88720
T2101_11;Rumex acetosa L.;;1;119418
T2101_11;Veronica chamaedrys L.;;2;128832
T2101_11;Epilobium tetragonum L.;;+;96271
T2101_11;Lotus uliginosus Schkuhr;;+;106723
T2101_11;Carex laevigata Sm.;;+;88608
T2101_11;Luzula campestris (L.) Dc.;;1;106818
T2101_11;Carex ovalis Good.;;1;88742
T2101_11;Scorzonera humilis L.;;+;121960
T2101_11;Cirsium tuberosum (L.) All.;;+;91422
T2101_11;Ajuga reptans L.;;+;80990
T2101_11;Holcus lanatus L.;;2;102900
T2101_11;Leucanthemum discoideum (All.) Coste;;+;194069
