NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T3775_1;Brachypodium retusum (Pers.) Beauv.;;3;86297
T3775_1;Euphorbia spinosa L.;;3;97673
T3775_1;Cistus albidus L.;;3;91630
T3775_1;Fumana coridifolia;;+;99014
T3775_1;Asparagus acutifolius L.;;+;84264
T3775_1;Argyrolobium zanonii (Turra) P. W. Ball;;3;83722
T3775_1;Iris chamaeiris;;1;103716
T3775_1;Phillyrea latifolia L.;;3;113148
T3775_1;Pistacia terebinthus L.;;2;113748
T3775_1;Stachys rectus;;+;124805
T3775_1;Osyris alba L.;;3;111840
T3775_1;Ononis minutissima L.;;+;110205
T3775_2;Teucrium chamaedrys L.;;+;125981
T3775_2;Argyrolobium zanonii (Turra) P. W. Ball;;+;83722
T3775_2;Asparagus acutifolius L.;;+;84264
T3775_2;Brachypodium retusum (Pers.) Beauv.;;2;86297
T3775_2;Arabis hirsuta (L.) Scop.;;+;83332
T3775_2;Euphorbia spinosa L.;;+;97673
T3775_2;Cistus albidus L.;;3;91630
T3775_2;Dactylis glomerata L.;;+;94207
T3775_2;Quercus ilex L.;;2;116704
T3775_2;Phillyrea latifolia L.;;3;113148
T3775_2;Pistacia terebinthus L.;;2;113748
T3775_3;Thymus vulgaris L.;;1;126582
T3775_3;Stipa juncea;;+;198017
T3775_3;Brachypodium retusum (Pers.) Beauv.;;2;86297
T3775_3;Dactylis glomerata L.;;+;94207
T3775_3;Asparagus acutifolius L.;;1;84264
T3775_3;Cistus albidus L.;;1;91630
T3775_3;Argyrolobium zanonii (Turra) P. W. Ball;;+;83722
T3775_3;Euphorbia spinosa L.;;+;97673
T3775_3;Rhamnus alaternus;;1;117526
T3775_3;Ruscus aculeatus L.;;+;119698
T3775_3;Pistacia terebinthus L.;;1;113748
T3775_3;Quercus ilex L.;;2;116704
T3775_3;Phillyrea latifolia L.;;3;113148
T3775_4;Teucrium chamaedrys L.;;+;125981
T3775_4;Cistus albidus L.;;2;91630
T3775_4;Brachypodium retusum (Pers.) Beauv.;;3;86297
T3775_4;Quercus ilex L.;;2;116704
T3775_4;Stachys rectus;;+;124805
T3775_4;Phillyrea latifolia L.;;3;113148
T3775_4;Pistacia terebinthus L.;;2;113748
T3775_4;Osyris alba L.;;3;111840
T3775_5;Thapsia villosa L.;;+;126248
T3775_5;Thymus vulgaris L.;;3;126582
T3775_5;Teucrium chamaedrys L.;;1;125981
T3775_5;Brachypodium retusum (Pers.) Beauv.;;3;86297
T3775_5;Galium mollugo L.;;+;99473
T3775_5;Arabis hirsuta (L.) Scop.;;1;83332
T3775_5;Asphodelus ramosus L.;;1;84372
T3775_5;Argyrolobium zanonii (Turra) P. W. Ball;;+;83722
T3775_5;Dactylis glomerata L.;;+;94207
T3775_5;Asparagus acutifolius L.;;+;84264
