NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T0501_1;Echinops ritro L.;;+;95709
T0501_1;Cytisus sessilifolius L.;;+;94166
T0501_1;Aphyllanthes monspeliensis L.;;+;83171
T0501_1;Catananche caerulea L.;;+;89330
T0501_1;Carlina acanthifolia All.;;+;89145
T0501_1;Brachypodium phoenicoides (L.) Roemer & Schultes;;+;86288
T0501_1;Genista cinerea (Vill.) Dc.;;5;99735
T0501_1;Cistus albidus L.;;+;91630
T0501_1;Genista pilosa L.;;+;99798
T0501_1;Avenula bromoides (Gouan) H. Scholz;;+;85431
T0501_1;Helianthemum italicum;;+;100936
T0501_1;Festuca ovina L.;;2;98425
T0501_1;Rosmarinus officinalis L.;;+;118865
T0501_1;Quercus lanuginosa;;2;116712
T0501_1;Thymus vulgaris L.;;2;126582
T0501_1;Linum salsoloides;;+;106335
T0501_1;Leontodon saxatilis;;+;105521
T0501_1;Quercus coccifera L.;;+;116672
T0501_1;Onobrychis supina (Chaix) Dc.;;+;110134
T0501_1;Odontites lutea (L.) Clairv.;;1;109838
T0501_1;Pinus halepensis Miller;;+;113665
T0501_1;Rubia peregrina L.;;1;118916
T0501_1;Satureja montana L.;;+;120908
T0501_1;Lavandula officinalis;;+;105313
T0501_1;Staehelina dubia L.;;1;124842
T0501_1;Lavandula latifolia Medicus;;2;105312
T0502_1;Astragalus incanus L.;;+;84853
T0502_1;Fumana coridifolia;;1;99014
T0502_1;Dorycnium pentaphyllum Scop. =suffruticosum;;2;95284
T0502_1;Brachypodium phoenicoides (L.) Roemer & Schultes;;+;86288
T0502_1;Fumana thymifolia (L.) Spach ex Webb;;+;99032
T0502_1;Erica multiflora L.;;2;96683
T0502_1;Festuca ovina L.;;1;98425
T0502_1;Carex hallerana Asso;;+;88560
T0502_1;Genista hispanica L.;;1;99761
T0502_1;Cistus albidus L.;;+;91630
T0502_1;Avenula bromoides (Gouan) H. Scholz;;+;85431
