NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T4601_1;Stachys officinalis (L.) Trevisan;;+;124797
T4601_1;Stellaria graminea L.;;+;125000
T4601_1;Trifolium pratense L.;;1;127439
T4601_1;Veronica chamaedrys L.;;+;128832
T4601_1;Succisa praemorsa;;2;125294
T4601_1;Trifolium repens L.;;2;127454
T4601_1;Cardamine pratensis L.;;+;87964
T4601_1;Centaurea nigra L.;;+;89653
T4601_1;Carex ovalis Good.;;1;88742
T4601_1;Anthoxanthum odoratum L.;;2;82922
T4601_1;Cirsium palustre (L.) Scop.;;+;91382
T4601_1;Carex flacca Schreber;;+;88510
T4601_1;Carex pallescens L.;;+;88747
T4601_1;Agrostis canina L.;;2;80590
T4601_1;Achillea millefolium L.;;+;79908
T4601_1;Cynosurus cristatus L.;;1;93860
T4601_1;Holcus lanatus L.;;2;102900
T4601_1;Festuca rubra L.;;2;98512
T4601_1;Juncus effusus L.;;1;104173
T4601_1;Lathyrus pratensis L.;;1;105247
T4601_1;Myosotis scorpioides L.;;1;109091
T4601_1;Lotus uliginosus Schkuhr;;1;106723
T4601_1;Lysimachia nummularia L.;;+;107073
T4601_1;Lycopus europaeus L.;;+;107038
T4601_1;Juncus silvaticus;;2;104348
T4601_1;Rumex acetosa L.;;+;119418
T4601_1;Ranunculus acer;;1;116903
T4601_1;Luzula campestris (L.) Dc.;;+;106818
T4601_1;Scirpus silvaticus;;+;121792
T4601_1;Ranunculus repens L.;;+;117201
T4601_1;Prunella vulgaris L.;;1;116012
T4601_1;Plantago lanceolata L.;;1;113893
T4601_1;Juncus conglomeratus L.;;1;104160
T4601_10;Succisa praemorsa;;2;125294
T4601_10;Trifolium repens L.;;+;127454
T4601_10;Agrostis canina L.;;1;80590
T4601_10;Cirsium palustre (L.) Scop.;;1;91382
T4601_10;Eupatorium cannabinum L.;;+;97434
T4601_10;Carex ovalis Good.;;+;88742
T4601_10;Galium palustre L.;;1;99494
T4601_10;Carex laevigata Sm.;;1;88608
T4601_10;Carex flava L.;;+;88511
T4601_10;Anthoxanthum odoratum L.;;+;82922
T4601_10;Carex remota L.;;+;88819
T4601_10;Carex pallescens L.;;1;88747
T4601_10;Ajuga reptans L.;;1;80990
T4601_10;Festuca gigantea (L.) Vill.;;+;98250
T4601_10;Epilobium tetragonum L.;;+;96271
T4601_10;Filipendula ulmaria (L.) Maxim.;;+;98717
T4601_10;Centaurea nigra L.;;+;89653
T4601_10;Angelica sylvestris L.;;+;82738
T4601_10;Carex flacca Schreber;;1;88510
T4601_10;Lathyrus montanus Bernh.;;+;105226
T4601_10;Potentilla tormentilla;;1;115680
T4601_10;Scutellaria minor Hudson;;1;122073
T4601_10;Orchis maculata;;+;110910
T4601_10;Lythrum salicaria L.;;+;107117
T4601_10;Molinia caerulea (L.) Moench;;+;108718
T4601_10;Juncus silvaticus;;+;104348
T4601_10;Myosotis scorpioides L.;;1;109091
T4601_10;Ranunculus flammula L.;;1;117025
T4601_10;Lychnis flos-cuculi L.;;1;106918
T4601_10;Scirpus silvaticus;;+;121792
T4601_10;Prunella vulgaris L.;;+;116012
T4601_10;Holcus mollis L.;;1;102901
T4601_10;Juncus effusus L.;;2;104173
T4601_10;Hypericum acutum;;+;103241
T4601_10;Lotus uliginosus Schkuhr;;2;106723
T4601_10;Mentha aquatica L.;;1;108027
T4601_10;Juncus lamprocarpus;;+;104229
T4601_10;Juncus conglomeratus L.;;1;104160
T4601_11;Valeriana dioica L.;;1;128394
T4601_11;Succisa praemorsa;;3;125294
T4601_11;Stellaria graminea L.;;+;125000
T4601_11;Filipendula ulmaria (L.) Maxim.;;1;98717
T4601_11;Calamagrostis epigejos (L.) Roth;;2;87227
T4601_11;Anthoxanthum odoratum L.;;1;82922
T4601_11;Fraxinus excelsior L.;;+;98921
T4601_11;Agrostis canina L.;;2;80590
T4601_11;Alnus glutinosa (L.) Gaertner;;+;81569
T4601_11;Centaurea nigra L.;;+;89653
T4601_11;Cirsium palustre (L.) Scop.;;+;91382
T4601_11;Angelica sylvestris L.;;2;82738
T4601_11;Holcus lanatus L.;;+;102900
T4601_11;Carex flacca Schreber;;1;88510
T4601_11;Cardamine pratensis L.;;1;87964
T4601_11;Eupatorium cannabinum L.;;+;97434
T4601_11;Molinia caerulea (L.) Moench;;+;108718
T4601_11;Leucanthemum vulgare Lam.;;+;105817
T4601_11;Ranunculus flammula L.;;+;117025
T4601_11;Lysimachia nummularia L.;;+;107073
T4601_11;Lythrum salicaria L.;;1;107117
T4601_11;Potentilla anserina L.;;+;115402
T4601_11;Juncus conglomeratus L.;;1;104160
T4601_11;Potentilla tormentilla;;1;115680
T4601_11;Lychnis flos-cuculi L.;;+;106918
T4601_11;Mentha aquatica L.;;+;108027
T4601_11;Lotus uliginosus Schkuhr;;1;106723
T4601_11;Ranunculus acer;;1;116903
T4601_11;Juncus silvaticus;;3;104348
T4601_11;Pulicaria dysenterica (L.) Bernh.;;1;116392
T4601_11;Prunella vulgaris L.;;+;116012
T4601_11;Ranunculus repens L.;;1;117201
T4601_11;Potentilla reptans L.;;1;115624
T4601_12;Vicia cracca L.;;+;129147
T4601_12;Trifolium repens L.;;1;127454
T4601_12;Trifolium pratense L.;;+;127439
T4601_12;Valeriana dioica L.;;+;128394
T4601_12;Festuca rubra L.;;1;98512
T4601_12;Galium uliginosum L.;;1;99570
T4601_12;Cirsium palustre (L.) Scop.;;1;91382
T4601_12;Holcus lanatus L.;;2;102900
T4601_12;Equisetum palustre L.;;+;96534
T4601_12;Filipendula ulmaria (L.) Maxim.;;1;98717
