NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T2901_1;Dactylis glomerata L.;;+;94207
T2901_1;Agrostis capillaris L.;;+;80591
T2901_1;Convolvulus arvensis L.;;+;92302
T2901_1;Ilex aquifolium L.;;+;103514
T2901_1;Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl;;1;83912
T2901_1;Holcus lanatus L.;;+;102900
T2901_1;Galium mollugo L.;;+;99473
T2901_1;Centaurea nigra L.;;+;89653
T2901_1;Heracleum sphondylium L.;;+;101300
T2901_1;Senecio jacobaea L.;;+;122636
T2901_1;Salix atrocinerea Brot.;;5;119948
T2901_1;Silene alba (Miller) E. H. L. Krause =Melandryum a.;;+;107809
T2901_1;Rubus fruticosus;;2;119097
T2901_1;Pirus communis;;+;116574
T2901_1;Quercus pedunculata;;1;116742
T2901_1;Sarothamnus scoparius;;+;120867
T2901_1;Mentha arvensis L.;;+;108029
T2901_1;Rhamnus frangula;;1;117533
T2901_1;Ranunculus repens L.;;+;117201
T2901_1;Teucrium scorodonia L.;;1;126035
T2901_10;Crataegus monogyna Jacq.;;1;92876
T2901_10;Galium mollugo L.;;+;99473
T2901_10;Lapsana communis L.;;+;105017
T2901_10;Centaurea nigra L.;;+;89653
T2901_10;Ilex aquifolium L.;;+;103514
T2901_10;Senecio jacobaea L.;;+;122636
T2901_10;Pulicaria dysenterica (L.) Bernh.;;+;116392
T2901_10;Rosa canina L.;;1;118073
T2901_10;Linaria striata;;1;106224
T2901_10;Rubus fruticosus;;1;119097
T2901_10;Prunus avium L.;;+;116043
T2901_10;Pteridium aquilinum (L.) Kuhn;;3;116265
T2901_10;Lonicera periclymenum L.;;1;106581
T2901_10;Ranunculus repens L.;;+;117201
T2901_10;Quercus pedunculata;;2;116742
T2901_10;Potentilla tormentilla;;1;115680
T2901_10;Salix atrocinerea Brot.;;2;119948
T2901_10;Ulex europaeus L.;;+;128114
T2901_11;Crataegus monogyna Jacq.;;+;92876
T2901_11;Dactylis glomerata L.;;2;94207
T2901_11;Digitalis purpurea L.;;+;94959
T2901_11;Holcus lanatus L.;;+;102900
T2901_11;Achillea millefolium L.;;1;79908
T2901_11;Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl;;2;83912
T2901_11;Ranunculus repens L.;;+;117201
T2901_11;Pteridium aquilinum (L.) Kuhn;;4;116265
T2901_11;Oenanthe crocata L.;;+;109864
T2901_11;Salix atrocinerea Brot.;;1;119948
T2901_11;Rubus fruticosus;;4;119097
T2901_11;Teucrium scorodonia L.;;1;126035
T2901_11;Stellaria holostea L.;;1;125006
T2901_11;Lonicera periclymenum L.;;+;106581
T2901_11;Quercus pedunculata;;3;116742
T2901_12;Holcus mollis L.;;1;102901
T2901_12;Digitalis purpurea L.;;2;94959
T2901_12;Holcus lanatus L.;;1;102900
T2901_12;Corylus avellana L.;;+;92606
T2901_12;Galium aparine L.;;2;99373
T2901_12;Epilobium montanum L.;;+;96208
T2901_12;Dactylis glomerata L.;;4;94207
T2901_12;Conopodium majus (Gouan) Loret;;+;92242
T2901_12;Lapsana communis L.;;+;105017
T2901_12;Rubus fruticosus;;2;119097
T2901_12;Mentha arvensis L.;;+;108029
T2901_12;Poa trivialis L.;;1;114416
T2901_12;Rumex acetosa L.;;1;119418
T2901_12;Pteridium aquilinum (L.) Kuhn;;3;116265
T2901_12;Silene alba (Miller) E. H. L. Krause =Melandryum a.;;+;107809
T2901_12;Salix atrocinerea Brot.;;2;119948
T2901_12;Quercus pedunculata;;2;116742
T2901_12;Teucrium scorodonia L.;;+;126035
T2901_13;Agrostis capillaris L.;;1;80591
T2901_13;Fagus silvatica;;+;97947
T2901_13;Holcus mollis L.;;2;102901
T2901_13;Achillea millefolium L.;;+;79908
T2901_13;Potentilla tormentilla;;+;115680
T2901_13;Salix atrocinerea Brot.;;4;119948
T2901_13;Quercus pedunculata;;1;116742
T2901_13;Rubus fruticosus;;1;119097
T2901_13;Stellaria holostea L.;;1;125006
T2901_13;Linaria striata;;2;106224
T2901_13;Pteridium aquilinum (L.) Kuhn;;1;116265
T2901_13;Teucrium scorodonia L.;;2;126035
T2901_14;Wahlenbergia hederacea (L.) Reichenb.;;+;130065
T2901_14;Dactylis glomerata L.;;+;94207
T2901_14;Holcus lanatus L.;;+;102900
T2901_14;Digitalis purpurea L.;;+;94959
T2901_14;Holcus mollis L.;;+;102901
T2901_14;Hedera helix L.;;+;100787
T2901_14;Corylus avellana L.;;+;92606
T2901_14;Agrostis capillaris L.;;+;80591
T2901_14;Ulex europaeus L.;;+;128114
T2901_14;Quercus pedunculata;;2;116742
T2901_14;Pirus communis;;+;116574
T2901_14;Lonicera periclymenum L.;;+;106581
T2901_14;Salix atrocinerea Brot.;;3;119948
T2901_14;Pteridium aquilinum (L.) Kuhn;;2;116265
T2901_14;Rubus fruticosus;;3;119097
T2901_14;Teucrium scorodonia L.;;2;126035
T2901_15;Dactylis glomerata L.;;+;94207
T2901_15;Crataegus monogyna Jacq.;;1;92876
T2901_15;Holcus mollis L.;;+;102901
T2901_15;Corylus avellana L.;;+;92606
T2901_15;Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl;;+;83912
T2901_15;Quercus pedunculata;;1;116742
T2901_15;Lonicera periclymenum L.;;1;106581
T2901_15;Salix atrocinerea Brot.;;2;119948
T2901_15;Pteridium aquilinum (L.) Kuhn;;+;116265
T2901_15;Rubus fruticosus;;1;119097
T2901_15;Ulex europaeus L.;;+;128114
T2901_15;Teucrium scorodonia L.;;4;126035
T2901_15;Pirus communis;;1;116574
T2901_15;Sarothamnus scoparius;;+;120867
T2901_16;Dactylis glomerata L.;;1;94207
T2901_16;Digitalis purpurea L.;;1;94959
T2901_16;Galium aparine L.;;1;99373
T2901_16;Convolvulus arvensis L.;;+;92302
T2901_16;Holcus mollis L.;;2;102901
T2901_16;Rubus fruticosus;;1;119097
T2901_16;Poa trivialis L.;;+;114416
T2901_16;Salix atrocinerea Brot.;;2;119948
T2901_16;Oenanthe crocata L.;;+;109864
T2901_16;Quercus pedunculata;;2;116742
T2901_16;Lonicera periclymenum L.;;2;106581
