NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T0401_1;Tilia platyphyllos Scop.;;+;126650
T0401_1;Carpinus betulus L.;;+;89200
T0401_1;Galium odoratum (L.) Scop.;;+;99488
T0401_1;Crataegus laevigata (Poiret) Dc.;;+;92864
T0401_1;Anemone nemorosa L.;;+;82637
T0401_1;Hedera helix L.;;+;100787
T0401_1;Cardamine heptaphylla (Vill.) O. E. Schulz;;+;87925
T0401_1;Allium ursinum L.;;+;81541
T0401_1;Fagus silvatica;;+;97947
T0401_1;Polystichum filix-mas;;+;115057
T0401_1;Ribes alpinum L.;;+;117748
T0401_1;Rubus fruticosus;;+;119097
T0401_1;Phyteuma spicatum L.;;+;113407
T0401_1;Polypodium vulgare L.;;+;115016
T0401_1;Quercus pedunculata;;+;116742
T0401_1;Milium effusum L.;;+;108537
T0401_1;Prenanthes purpurea L.;;+;115813
T0401_1;Poa nemoralis L.;;+;114297
T0401_1;Luzula pilosa (L.) Willd.;;+;106854
T0401_1;Lamium galeobdolon;;+;104876
T0401_2;Viola silvestris;;+;129696
T0401_2;Tilia platyphyllos Scop.;;+;126650
T0401_2;Vicia sepium L.;;+;129305
T0401_2;Galium odoratum (L.) Scop.;;+;99488
T0401_2;Hedera helix L.;;+;100787
T0401_2;Fagus silvatica;;+;97947
T0401_2;Anemone nemorosa L.;;+;82637
T0401_2;Galium mollugo L.;;+;99473
T0401_2;Allium ursinum L.;;+;81541
T0401_2;Carpinus betulus L.;;+;89200
T0401_2;Corylus avellana L.;;+;92606
T0401_2;Acer campestre L.;;+;79734
T0401_2;Carex sylvatica Hudson;;+;88905
T0401_2;Geranium nodosum L.;;+;100109
T0401_2;Melica uniflora Retz.;;+;107880
T0401_2;Hordelymus europaeus (L.) C. O. Harz;;+;102934
T0401_2;Rubus fruticosus;;+;119097
T0401_2;Ligustrum vulgare L.;;+;105966
T0401_2;Paris quadrifolia L.;;+;112421
T0401_2;Milium effusum L.;;+;108537
T0401_2;Lamium galeobdolon;;+;104876
T0401_2;Polygonatum multiflorum (L.) All.;;+;114611
T0401_2;Quercus pedunculata;;+;116742
T0401_2;Lilium martagon L.;;+;105989
T0401_2;Poa nemoralis L.;;+;114297
T0401_3;Stachys silvaticus;;+;124814
T0401_3;Vicia sepium L.;;+;129305
T0401_3;Tilia platyphyllos Scop.;;+;126650
T0401_3;Sambucus racemosa L.;;+;120720
T0401_3;Galium mollugo L.;;+;99473
T0401_3;Geranium robertianum L.;;+;100142
T0401_3;Euphorbia amygdaloides L.;;+;97452
T0401_3;Cornus sanguinea L.;;+;92501
T0401_3;Carpinus betulus L.;;+;89200
T0401_3;Galium odoratum (L.) Scop.;;+;99488
T0401_3;Doronicum pardalianches L.;;+;95239
T0401_3;Acer campestre L.;;+;79734
T0401_3;Festuca heterophylla Lam.;;+;98280
T0401_3;Fagus silvatica;;+;97947
T0401_3;Geranium nodosum L.;;+;100109
T0401_3;Hedera helix L.;;+;100787
T0401_3;Cardamine heptaphylla (Vill.) O. E. Schulz;;+;87925
T0401_3;Crataegus monogyna Jacq.;;+;92876
T0401_3;Rubus fruticosus;;+;119097
T0401_3;Lamium galeobdolon;;+;104876
T0401_3;Lilium martagon L.;;+;105989
T0401_3;Hordelymus europaeus (L.) C. O. Harz;;+;102934
T0401_3;Ligustrum vulgare L.;;+;105966
T0401_3;Milium effusum L.;;+;108537
T0401_3;Polystichum filix-mas;;+;115057
T0401_3;Melica uniflora Retz.;;+;107880
T0401_3;Quercus pedunculata;;+;116742
T0401_4;Tilia platyphyllos Scop.;;+;126650
T0401_4;Epilobium montanum L.;;+;96208
T0401_4;Carpinus betulus L.;;+;89200
T0401_4;Galium odoratum (L.) Scop.;;+;99488
T0401_4;Cardamine heptaphylla (Vill.) O. E. Schulz;;+;87925
T0401_4;Hedera helix L.;;+;100787
T0401_4;Corylus avellana L.;;+;92606
T0401_4;Fagus silvatica;;+;97947
T0401_4;Festuca silvatica;;+;98539
T0401_4;Geranium robertianum L.;;+;100142
T0401_4;Luzula pilosa (L.) Willd.;;+;106854
T0401_4;Milium effusum L.;;+;108537
T0401_4;Lamium galeobdolon;;+;104876
T0401_4;Paris quadrifolia L.;;+;112421
T0401_4;Mercurialis perennis;;+;108361
T0401_4;Ribes alpinum L.;;+;117748
T0401_4;Polystichum filix-mas;;+;115057
T0402_1;Vicia sepium L.;;+;129305
T0402_1;Viola silvestris;;+;129696
T0402_1;Valeriana officinalis L.;;+;128419
T0402_1;Stellaria holostea L.;;+;125006
T0402_1;Tamus communis L.;;+;125447
T0402_1;Euphorbia dulcis L.;;+;97502
T0402_1;Euonymus latifolius (L.) Miller;;+;609983
T0402_1;Corylus avellana L.;;+;92606
T0402_1;Anemone nemorosa L.;;+;82637
T0402_1;Fraxinus excelsior L.;;+;98921
T0402_1;Hedera helix L.;;+;100787
T0402_1;Festuca heterophylla Lam.;;+;98280
T0402_1;Melampyrum pratense L.;;+;107795
T0402_1;Rosa arvensis Hudson;;+;118016
T0402_1;Ilex aquifolium L.;;+;103514
T0402_1;Poa nemoralis L.;;+;114297
T0402_1;Ligustrum vulgare L.;;+;105966
T0402_1;Ribes alpinum L.;;+;117748
T0402_1;Polygonatum multiflorum (L.) All.;;+;114611
T0402_1;Luzula pilosa (L.) Willd.;;+;106854
T0402_1;Hieracium murorum L.;;+;102235
T0402_1;Rubus fruticosus;;+;119097
T0402_1;Potentilla fragariastrum;;+;115482
T0402_1;Neottia nidus-avis (L.) L. C. M. Richard;;+;109506
T0402_1;Lilium martagon L.;;+;105989
T0402_1;Quercus pedunculata;;+;116742
T0402_1;Lonicera xylosteum L.;;+;106595
T0402_1;Pulmonaria affinis Jordan;;+;116407
T0402_10;Vicia sepium L.;;+;129305
T0402_10;Stellaria holostea L.;;+;125006
T0402_10;Sorbus torminalis (L.) Crantz;;+;124346
T0402_10;Veronica chamaedrys L.;;+;128832
T0402_10;Viburnum opulus L.;;+;129087
T0402_10;Viola silvestris;;+;129696
T0402_10;Hedera helix L.;;+;100787
T0402_10;Crataegus laevigata (Poiret) Dc.;;+;92864
T0402_10;Geranium nodosum L.;;+;100109
T0402_10;Anemone nemorosa L.;;+;82637
T0402_10;Carpinus betulus L.;;+;89200
T0402_10;Festuca heterophylla Lam.;;+;98280
T0402_10;Convallaria majalis L.;;+;92282
T0402_10;Poa nemoralis L.;;+;114297
T0402_10;Potentilla fragariastrum;;+;115482
T0402_10;Pulmonaria affinis Jordan;;+;116407
T0402_10;Rosa arvensis Hudson;;+;118016
T0402_10;Luzula pilosa (L.) Willd.;;+;106854
T0402_10;Lathyrus montanus Bernh.;;+;105226
T0402_10;Quercus sessiliflora;;+;116768
T0402_11;Vicia sepium L.;;+;129305
T0402_11;Solidago virga Aurea;;+;124205
T0402_11;Veronica chamaedrys L.;;+;128832
T0402_11;Viola silvestris;;+;129696
T0402_11;Fragaria vesca L.;;+;98865
T0402_11;Galium odoratum (L.) Scop.;;+;99488
T0402_11;Euphorbia amygdaloides L.;;+;97452
T0402_11;Festuca heterophylla Lam.;;+;98280
T0402_11;Fraxinus excelsior L.;;+;98921
T0402_11;Crataegus laevigata (Poiret) Dc.;;+;92864
T0402_11;Euphorbia dulcis L.;;+;97502
T0402_11;Geranium nodosum L.;;+;100109
T0402_11;Hedera helix L.;;+;100787
T0402_11;Carpinus betulus L.;;+;89200
T0402_11;Crataegus monogyna Jacq.;;+;92876
T0402_11;Anemone nemorosa L.;;+;82637
T0402_11;Luzula forsteri (Sm.) Dc.;;+;106828
T0402_11;Luzula pilosa (L.) Willd.;;+;106854
T0402_11;Ilex aquifolium L.;;+;103514
T0402_11;Hieracium murorum L.;;+;102235
T0402_11;Prunus avium L.;;+;116043
T0402_11;Quercus sessiliflora;;+;116768
T0402_11;Potentilla fragariastrum;;+;115482
T0402_11;Melampyrum pratense L.;;+;107795
T0402_11;Pulmonaria affinis Jordan;;+;116407
T0402_11;Phyteuma spicatum L.;;+;113407
T0402_11;Polygonatum multiflorum (L.) All.;;+;114611
T0402_11;Poa nemoralis L.;;+;114297
T0402_11;Rosa arvensis Hudson;;+;118016
T0402_12;Tilia platyphyllos Scop.;;+;126650
T0402_12;Veronica chamaedrys L.;;+;128832
T0402_12;Stellaria holostea L.;;+;125006
T0402_12;Tilia cordata Miller;;+;126628
T0402_12;Vicia sepium L.;;+;129305
T0402_12;Viola silvestris;;+;129696
T0402_12;Crataegus laevigata (Poiret) Dc.;;+;92864
T0402_12;Euphorbia dulcis L.;;+;97502
T0402_12;Convallaria majalis L.;;+;92282
T0402_12;Carex flacca Schreber;;+;88510
T0402_12;Euphorbia amygdaloides L.;;+;97452
T0402_12;Fraxinus excelsior L.;;+;98921
T0402_12;Geranium nodosum L.;;+;100109
T0402_12;Fagus silvatica;;+;97947
T0402_12;Anemone nemorosa L.;;+;82637
T0402_12;Hedera helix L.;;+;100787
T0402_12;Carex sylvatica Hudson;;+;88905
T0402_12;Carpinus betulus L.;;+;89200
T0402_12;Festuca heterophylla Lam.;;+;98280
T0402_12;Lathyrus montanus Bernh.;;+;105226
T0402_12;Pulmonaria affinis Jordan;;+;116407
T0402_12;Hieracium murorum L.;;+;102235
T0402_12;Lamium galeobdolon;;+;104876
T0402_12;Ilex aquifolium L.;;+;103514
T0402_12;Luzula pilosa (L.) Willd.;;+;106854
T0402_12;Lilium martagon L.;;+;105989
T0402_12;Quercus sessiliflora;;+;116768
T0402_12;Melampyrum pratense L.;;+;107795
T0402_12;Potentilla fragariastrum;;+;115482
T0402_12;Rubus fruticosus;;+;119097
T0402_12;Lonicera xylosteum L.;;+;106595
T0402_12;Rosa arvensis Hudson;;+;118016
T0402_12;Poa nemoralis L.;;+;114297
T0402_12;Milium effusum L.;;+;108537
T0402_12;Ligustrum vulgare L.;;+;105966
T0402_12;Phyteuma spicatum L.;;+;113407
T0402_13;Valeriana officinalis L.;;+;128419
T0402_13;Vicia sepium L.;;+;129305
T0402_13;Sorbus aria (L.) Crantz;;+;124306
T0402_13;Veronica chamaedrys L.;;+;128832
T0402_13;Festuca heterophylla Lam.;;+;98280
T0402_13;Euphorbia dulcis L.;;+;97502
T0402_13;Bromus ramosus Hudson;;+;86733
T0402_13;Cornus sanguinea L.;;+;92501
T0402_13;Dactylis glomerata L.;;+;94207
T0402_13;Crataegus laevigata (Poiret) Dc.;;+;92864
T0402_13;Anemone nemorosa L.;;+;82637
T0402_13;Euphorbia amygdaloides L.;;+;97452
T0402_13;Fragaria vesca L.;;+;98865
T0402_13;Euonymus latifolius (L.) Miller;;+;609983
T0402_13;Carex flacca Schreber;;+;88510
T0402_13;Hedera helix L.;;+;100787
T0402_13;Acer campestre L.;;+;79734
T0402_13;Rosa arvensis Hudson;;+;118016
T0402_13;Potentilla fragariastrum;;+;115482
T0402_13;Poa nemoralis L.;;+;114297
T0402_13;Melampyrum pratense L.;;+;107795
T0402_13;Pulmonaria affinis Jordan;;+;116407
T0402_13;Quercus pedunculata;;+;116742
T0402_13;Rubus fruticosus;;+;119097
T0402_13;Neottia nidus-avis (L.) L. C. M. Richard;;+;109506
T0402_13;Lilium martagon L.;;+;105989
T0402_13;Prunus spinosa L.;;+;116142
T0402_13;Lonicera xylosteum L.;;+;106595
T0402_13;Lathyrus montanus Bernh.;;+;105226
T0402_2;Stellaria holostea L.;;+;125006
T0402_2;Valeriana officinalis L.;;+;128419
T0402_2;Sorbus aria (L.) Crantz;;+;124306
T0402_2;Vicia sepium L.;;+;129305
T0402_2;Viburnum lantana L.;;+;129083
T0402_2;Convallaria majalis L.;;+;92282
T0402_2;Cornus sanguinea L.;;+;92501
T0402_2;Hedera helix L.;;+;100787
T0402_2;Geranium nodosum L.;;+;100109
T0402_2;Anemone nemorosa L.;;+;82637
T0402_2;Galium odoratum (L.) Scop.;;+;99488
T0402_2;Euonymus latifolius (L.) Miller;;+;609983
T0402_2;Crataegus monogyna Jacq.;;+;92876
T0402_2;Corylus avellana L.;;+;92606
T0402_2;Euphorbia amygdaloides L.;;+;97452
T0402_2;Ilex aquifolium L.;;+;103514
T0402_2;Poa nemoralis L.;;+;114297
T0402_2;Prunus avium L.;;+;116043
T0402_2;Rubus fruticosus;;+;119097
T0402_2;Ligustrum vulgare L.;;+;105966
T0402_2;Lilium martagon L.;;+;105989
T0402_2;Ribes alpinum L.;;+;117748
T0402_2;Pulmonaria affinis Jordan;;+;116407
T0402_2;Melampyrum pratense L.;;+;107795
T0402_2;Polygonatum multiflorum (L.) All.;;+;114611
