NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T1951_1;Leucobryum glaucum;;4;4770
T1951_1;Lonicera periclymenum L.;;1;106581
T1951_1;Betula pubescens Ehrh.;;1;85904
T1951_1;Buxus sempervirens L.;;+;87143
T1951_1;Hypnum cupressiforme;;+;6033
T1951_1;Campylopus flexuosus;;1;4415
T1951_1;Dicranum scoparium;;+;4754
T1951_1;Mespilus germanica L.;;1;108421
T1951_1;Ilex aquifolium L.;;1;103514
T1951_1;Hypnum jutlandicum;;1;6058
T1951_1;Fagus silvatica;;1;97947
T1951_1;Luzula silvatica;;+;106863
T1951_1;Rhamnus frangula;;+;117533
T1951_1;Mnium hornum;;1;4917
T1951_1;Ruscus aculeatus L.;;+;119698
T1951_1;Sorbus aucuparia L.;;+;124308
T1951_1;Vaccinium myrtillus L.;;4;128345
T1951_1;Pteridium aquilinum (L.) Kuhn;;2;116265
T1951_1;Quercus pedunculata;;1;116742
T1951_1;Quercus sessiliflora;;3;116768
T1951_10;Deschampsia flexuosa (L.) Trin.;;1;94628
T1951_10;Buxus sempervirens L.;;1;87143
T1951_10;Crataegus monogyna Jacq.;;+;92876
T1951_10;Dicranella heteromalla;;+;4446
T1951_10;Dicranum scoparium;;+;4754
T1951_10;Fagus silvatica;;+;97947
T1951_10;Hypnum cupressiforme;;1;6033
T1951_10;Leucobryum glaucum;;+;4770
T1951_10;Lonicera periclymenum L.;;1;106581
T1951_10;Mespilus germanica L.;;1;108421
T1951_10;Betula pubescens Ehrh.;;2;85904
T1951_10;Pteridium aquilinum (L.) Kuhn;;4;116265
T1951_10;Pseudoscleropodium purum;;+;5922
T1951_10;Polytrichum formosum;;1;3865
T1951_10;Mnium hornum;;+;4917
T1951_10;Thuidium tamariscinum;;+;5426
T1951_10;Rhamnus frangula;;1;117533
T1951_10;Quercus sessiliflora;;4;116768
T1951_11;Fagus silvatica;;2;97947
T1951_11;Mespilus germanica L.;;3;108421
T1951_11;Betula pubescens Ehrh.;;+;85904
T1951_11;Populus tremula L.;;+;115156
T1951_11;Mnium hornum;;+;4917
T1951_11;Pteridium aquilinum (L.) Kuhn;;4;116265
T1951_11;Quercus sessiliflora;;4;116768
T1951_12;Betula pubescens Ehrh.;;3;85904
T1951_12;Castanea sativa Miller;;+;89304
T1951_12;Dicranella heteromalla;;+;4446
T1951_12;Buxus sempervirens L.;;+;87143
T1951_12;Fagus silvatica;;+;97947
T1951_12;Hypnum cupressiforme;;+;6033
T1951_12;Mnium hornum;;+;4917
T1951_12;Quercus pedunculata;;4;116742
