NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T4507_1;Picea excelsa;;+;113435
T4507_1;Oxalis acetosella L.;;+;111859
T4507_1;Mercurialis perennis;;+;108361
T4507_1;Paris quadrifolia L.;;+;112421
T4507_1;Prenanthes purpurea L.;;+;115813
T4507_1;Phyteuma spicatum L.;;+;113407
T4507_1;Aruncus dioicus (Walter) Fernald;;+;84135
T4507_1;Asarum europaeum L.;;+;84230
T4507_1;Fagus silvatica;;4;97947
T4507_1;Galium odoratum (L.) Scop.;;+;99488
T4507_2;Phyteuma spicatum L.;;+;113407
T4507_2;Oxalis acetosella L.;;1;111859
T4507_2;Picea excelsa;;+;113435
T4507_2;Pimpinella major (L.) Hudson;;+;113579
T4507_2;Rubus fruticosus;;+;119097
T4507_2;Polygonatum multiflorum (L.) All.;;+;114611
T4507_2;Viola silvestris;;+;129696
T4507_2;Sorbus aucuparia L.;;+;124308
T4507_2;Sanicula europaea L.;;+;120772
T4507_2;Vaccinium myrtillus L.;;+;128345
T4507_2;Atrichum undulatum;;+;3853
T4507_2;Daphne laureola L.;;+;94432
T4507_2;Hedera helix L.;;+;100787
T4507_2;Lonicera xylosteum L.;;+;106595
T4507_2;Galium odoratum (L.) Scop.;;1;99488
T4507_2;Fagus silvatica;;4;97947
T4507_2;Fragaria vesca L.;;+;98865
T4507_3;Phyteuma spicatum L.;;+;113407
T4507_3;Mercurialis perennis;;+;108361
T4507_3;Oxalis acetosella L.;;+;111859
T4507_3;Picea excelsa;;+;113435
T4507_3;Prenanthes purpurea L.;;1;115813
T4507_3;Paris quadrifolia L.;;+;112421
T4507_3;Sanicula europaea L.;;+;120772
T4507_3;Viola silvestris;;+;129696
T4507_3;Cephalanthera rubra (L.) L. C. M. Richard;;+;89928
T4507_3;Ajuga reptans L.;;+;80990
T4507_3;Hieracium murorum L.;;+;102235
T4507_3;Fagus silvatica;;4;97947
T4507_3;Hordelymus europaeus (L.) C. O. Harz;;+;102934
T4507_3;Geranium robertianum L.;;+;100142
T4507_3;Lathyrus vernus (L.) Bernh.;;1;105280
T4507_3;Galium odoratum (L.) Scop.;;1;99488
T4507_3;Epipactis helleborine (L.) Crantz;;+;96447
T4507_3;Lonicera xylosteum L.;;+;106595
T4508_1;Sedum album L.;;+;122106
T4508_1;Cystopteris fragilis (L.) Bernh.;;+;94066
T4508_1;Geranium robertianum L.;;+;100142
T4508_1;Gymnocarpium robertianum (Hoffm.) Newman;;+;100640
T4508_2;Medicago lupulina L.;;+;107649
T4508_2;Moehringia muscosa L.;;+;108686
T4508_2;Melica nutans L.;;+;107871
T4508_2;Salix incana;;+;120069
T4508_2;Sesleria caerulea (L.) Ard.;;+;123071
T4508_2;Arabis alpina L.;;+;83279
T4508_2;Asplenium trichomanes L.;;+;84534
T4508_2;Arabis turrita L.;;+;83420
T4508_2;Arabis muralis Bertol.;;+;83355
T4508_2;Anthyllis vulneraria L.;;+;82999
T4508_2;Erinus alpinus L.;;+;96834
T4508_2;Geranium robertianum L.;;+;100142
T4508_2;Gymnocarpium robertianum (Hoffm.) Newman;;1;100640
T4508_2;Hippocrepis comosa L.;;+;102842
T4508_2;Kernera saxatilis (L.) Reichenb.;;+;104488
T4508_2;Globularia cordifolia L.;;+;100340
T4508_2;Juglans regia L.;;+;104076
T4509_1;Pirola uniflora;;+;116551
T4509_1;Maianthemum bifolium (L.) F. W. Schmidt;;+;107158
T4509_1;Plagiochila asplenioides;;+;6468
T4509_1;Oxalis acetosella L.;;1;111859
T4509_1;Melampyrum silvaticum;;2;107801
T4509_1;Melica uniflora Retz.;;+;107880
T4509_1;Pirola minor;;+;116543
T4509_1;Ranunculus nemorosus Dc.;;+;117135
T4509_1;Picea excelsa;;1;113435
T4509_1;Platanthera bifolia (L.) L. C. M. Richard;;+;114011
T4509_1;Pirola secunda;;+;116548
T4509_1;Rhytidiadelphus triquetrus;;4;6120
T4509_1;Paris quadrifolia L.;;+;112421
T4509_1;Vaccinium myrtillus L.;;+;128345
T4509_1;Veronica latifolia;;+;128901
T4509_1;Sorbus aucuparia L.;;+;124308
T4509_1;Ajuga genevensis L.;;+;80980
T4509_1;Aster bellidiastrum (L.) Scop.;;+;84632
T4509_1;Corallorhiza trifida Chatel.;;+;92421
T4509_1;Centaurea montana L.;;+;89647
T4509_1;Alchemilla alpina L.;;+;81033
T4509_1;Ctenidium molluscum;;+;5998
T4509_1;Aquilegia vulgaris L.;;+;83267
T4509_1;Homogyne alpina (L.) Cass.;;+;102925
T4509_1;Luzula flavescens;;+;106827
T4509_1;Lonicera alpigena L.;;+;106550
T4509_1;Lamium galeobdolon;;+;104876
T4509_1;Gymnocarpium robertianum (Hoffm.) Newman;;+;100640
