NAME_RELEVE;SP_NAME;STRATUM;COVER;CD_NOM
T4710_1;Trifolium scabrum L.;;+;127470
T4710_1;Veronica arvensis L.;;+;128801
T4710_1;Trifolium campestre Schreber;;+;127259
T4710_1;Vulpia ciliata Dumort.;;+;129999
T4710_1;Trifolium suffocatum L.;;2;127500
T4710_1;Trigonella monspeliaca L.;;+;127568
T4710_1;Trifolium tomentosum L.;;+;127506
T4710_1;Cerastium semidecandrum L.;;3;90091
T4710_1;Arenaria serpyllifolia L.;;1;83653
T4710_1;Filago germanica;;+;98681
T4710_1;Bellis annua L.;;+;85728
T4710_1;Anagallis arvensis L.;;+;82321
T4710_1;Crepis capillaris (L.) Wallr.;;+;93023
T4710_1;Ajuga iva (L.) Schreber;;+;80983
T4710_1;Evax pygmaea (L.) Brot.;;+;97892
T4710_1;Erophila verna (L.) Chevall.;;+;97008
T4710_1;Crassula tillaea Lester-garland;;2;92806
T4710_1;Carduus tenuiflorus Curtis;;+;88207
T4710_1;Hedypnois rhagadioloides;;+;100813
T4710_1;Conyza canadensis (L.) Cronq.;;+;92379
T4710_1;Desmazeria marina (L.) Druce;;+;94647
T4710_1;Bromus madritensis L.;;+;86668
T4710_1;Aira caryophyllea L.;;+;80857
T4710_1;Myosotis pusilla Loisel.;;+;109080
T4710_1;Salvia verbenaca L.;;+;120700
T4710_1;Limonium echioides (L.) Miller;;1;106070
T4710_1;Saxifraga tridactylites L.;;+;121201
T4710_1;Plantago bellardii All.;;1;113816
T4710_1;Hypochoeris glabra L.;;+;103364
T4710_1;Lagurus ovatus L.;;+;104841
T4710_1;Plantago coronopus L.;;+;113842
T4710_1;Minuartia tenuifolia;;1;108620
T4710_1;Muscari comosum (L.) Miller;;+;108874
T4710_1;Poa bulbosa L.;;+;114136
T4710_1;Sagina apetala Ard.;;+;119780
T4711_1;Urtica urens L.;;1;128298
T4711_1;Taraxacum officinale Weber;;1;125677
T4711_1;Stellaria media (L.) Vill.;;1;125014
T4711_1;Trifolium suffocatum L.;;1;127500
T4711_1;Foeniculum vulgare Miller;;+;98756
T4711_1;Erodium ciconium (L.) L'her.;;+;96894
T4711_1;Hordeum murinum L.;;+;102974
T4711_1;Centaurea calcitrapa L.;;+;89542
T4711_1;Crepis bursifolia L.;;+;93020
T4711_1;Geranium molle L.;;+;100104
T4711_1;Erodium cicutarium (L.) L'her.;;1;96895
T4711_1;Capsella rubella Reuter;;+;87862
T4711_1;Cynoglossum creticum Miller;;+;93828
T4711_1;Carduus tenuiflorus Curtis;;+;88207
T4711_1;Lobularia maritima (L.) Desv.;;1;106439
T4711_1;Malva silvestris;;2;107318
T4711_1;Lepidium draba;;+;105621
T4711_1;Marrubium vulgare L.;;1;107397
T4711_1;Poa annua L.;;1;114114
T4711_1;Senecio vulgaris L.;;+;122745
T4711_1;Onopordon illyricum;;2;110260
T4711_2;Trifolium suffocatum L.;;+;127500
T4711_2;Stellaria media (L.) Vill.;;+;125014
T4711_2;Urtica urens L.;;+;128298
T4711_2;Erodium cicutarium (L.) L'her.;;+;96895
T4711_2;Crepis bursifolia L.;;+;93020
